# ACTIVE SEED & SERIES A INVESTORS - SECTOR-MATCHED SCREEN, version 2. Daniil's revised pull,
# transcribed 02-Sep-2026 from three photographs: data/raw/2026-09-02_seed-screen-v2-p01..p03.
# SUPERSEDES data/raw/2026-09-02_seed-investor-screen.csv, which stays as the record.
#
# The sheet's own header, quoted: "1 Jan 2023-2 Sep 2026; exactly two announcements per fund in
# the named sector; newest sector deal on/after 2 Sep 2025."
#
# BOTH THINGS THAT WERE WRONG WITH VERSION 1 ARE FIXED, and one I had not asked for:
#   1. The two deals are now IN THE NAMED SECTOR. Seedcamp's B2B row is Embedd and EverSettled;
#      its payments row is Nopan and Topograph; its delivery row is Operent and Sunrise Robotics;
#      its digital-banking row is Wanwani and Porters. A deal now evidences the sector claim, so
#      deal_evidences_sector is 1 on every row here, against 0 on every row of version 1.
#   2. The activity rule is built in: newest sector deal on or after 2 Sep 2025, which is the same
#      twelve-month window our own checker enforces. Version 1 had a January-2023 window and let
#      Project A through on a June-2025 deal.
#   3. NEW COLUMN K, "Initial Cheque Range Source": a URL for the cheque range itself. Version 1
#      stated the range without sourcing it. Every figure now has a named source with a vintage,
#      which is our standing rule, and this is the first investor data to satisfy it fully.
#
# 132 deal rows, 66 fund-sector pairs, 52 unique funds, 8 sectors. Version 1 was 88 rows,
# 44 pairs, 25 funds.
#
# TRANSCRIPTION CONFIDENCE. Photographs of a screen at an angle. Sectors, funds, regions, cheque
# figures, currencies and dates are legible and I am confident in them. Company names and long
# URLs are the weak point: those I could not read with certainty carry url_confidence LOW or a
# trailing "?" on the company name, and need a check before they render to a founder.
sector,fund,region,cheque_low,cheque_high,currency,thesis,company,month_year,source_url,cheque_range_source,deal_evidences_sector,url_confidence
Digital banking and lending,Motive Ventures,"US-based, North America and Europe",1000000,10000000,USD,"Fintech specialist backing digital banking, credit and capital-markets infrastructure from pre-seed to Series A.",Versana,Apr-2026,https://motivepartners.com/content/why-we-invested-in-versana,https://motivepartners.com/,1,HIGH
Digital banking and lending,Motive Ventures,"US-based, North America and Europe",1000000,10000000,USD,"Fintech specialist backing digital banking, credit and capital-markets infrastructure from pre-seed to Series A.",Pluto,Jan-2026,https://motivepartners.com/content/pluto-ai-powered-credit-infrastructure-for-private-markets,https://motivepartners.com/,1,HIGH
Digital banking and lending,Seedcamp,UK/Europe; selective US,350000,1250000,USD,"Pre-seed/seed investor in digital banks, lending and financial-services infrastructure.",Wanwani?,Jun-2026,https://seedcamp.com/views/wanwani-raises-8m-seed-to-build-financial-services-infrastructure-for-africa,https://seedcamp.com/faq/,1,LOW
Digital banking and lending,Seedcamp,UK/Europe; selective US,350000,1250000,USD,"Pre-seed/seed investor in digital banks, lending and financial-services infrastructure.",Porters,Feb-2026,https://seedcamp.com/views/porters-raise-e2-7m-pre-seed-to-fill-the-e3bn-black-hole-in-financial-services,https://seedcamp.com/faq/,1,LOW
Digital banking and lending,QED Investors,"US-based, invests globally including Europe",3000000,10000000,USD,"Global fintech specialist backing lenders, digital banks and financial infrastructure.",Cloover,Jan-2026,https://www.cloover.com/news/cloover-secures-1-2-billion-financing-commitment,https://qedinvestors.com/,1,HIGH
Digital banking and lending,QED Investors,"US-based, invests globally including Europe",3000000,10000000,USD,"Global fintech specialist backing lenders, digital banks and financial infrastructure.",Plumery,Sep-2024,https://plumery.com/news/plumery-raises-3-3m-to-transform-digital-banking,https://qedinvestors.com/,1,HIGH
Digital banking and lending,Outward VC,UK/Europe,250000,2500000,GBP,"Early-stage investor in banking, lending and other technology for regulated industries.",Steward,Mar-2026,https://outwardvc.com/articles/why-we-invested-in-steward/,https://outwardvc.com/apply/,1,HIGH
Digital banking and lending,Outward VC,UK/Europe,250000,2500000,GBP,"Early-stage investor in banking, lending and other technology for regulated industries.",Firenze,Mar-2026,https://outwardvc.com/articles/why-we-invested-in-firenze/,https://outwardvc.com/apply/,1,HIGH
Digital banking and lending,13books Capital,UK/Europe,500000,5000000,GBP,"European fintech specialist investing from seed in banking, lending and financial infrastructure.",Aria,Mar-2026,https://www.13books.com/insights/why-we-invested-in-aria,https://www.13books.com/,1,HIGH
Digital banking and lending,13books Capital,UK/Europe,500000,5000000,GBP,"European fintech specialist investing from seed in banking, lending and financial infrastructure.",Yonder,Apr-2025,https://www.yonder.com/blog/series-b,https://www.13books.com/,1,LOW
Digital banking and lending,DN Capital,Europe and North America,250000,3000000,EUR,"Seed/Series A investor backing European digital-finance, credit and banking software businesses.",Fimple,May-2026,https://fimple.co/news/fimple-raises-series-a,https://www.dncapital.com/,1,LOW
Digital banking and lending,DN Capital,Europe and North America,250000,3000000,EUR,"Seed/Series A investor backing European digital-finance, credit and banking software businesses.",Plumery,Sep-2024,https://plumery.com/news/plumery-raises-3-3m-to-transform-digital-banking,https://www.dncapital.com/,1,HIGH
Digital banking and lending,Eos Ventures,UK/Europe and North America,7000000,10000000,USD,"Series A investor at the intersection of insurance, wealth, retirement and technology-led financial services.",Sidekick,Feb-2026,https://eosvc.com/eos-ventures-leads-8m-investment-in-sidekick-to-modernize-wealth-management-for-professionals/,https://eosvc.com/,1,HIGH
Digital banking and lending,Eos Ventures,UK/Europe and North America,7000000,10000000,USD,"Series A investor at the intersection of insurance, wealth, retirement and technology-led financial services.",Retirable,Apr-2026,https://retirable.com/news/series-a,https://eosvc.com/,1,LOW
Marketplaces,Market One Capital,Europe-focused,500000,5000000,EUR,"Specialist seed investor in marketplaces, network effects and marketplace-plus platforms.",Juo,Nov-2025,https://www.juo.io/blog/juo-raises-seed-round,https://www.mocvc.com/,1,LOW
Marketplaces,Market One Capital,Europe-focused,500000,5000000,EUR,"Specialist seed investor in marketplaces, network effects and marketplace-plus platforms.",Metycle,Feb-2025,https://www.metycle.com/news/metycle-raises-series-a,https://www.mocvc.com/,1,LOW
Marketplaces,Speedinvest,Europe-focused; invests globally,250000,5000000,EUR,Dedicated marketplaces and consumer team backing network-effect and transaction platforms.,refurbed,Oct-2025,https://www.refurbed.com/newsroom/refurbed-raises-50-million-euros/,https://www.speedinvest.com/,1,HIGH
Marketplaces,Speedinvest,Europe-focused; invests globally,250000,5000000,EUR,Dedicated marketplaces and consumer team backing network-effect and transaction platforms.,Packmatic,Sep-2025,https://www.speedinvest.com/knowledge/why-we-invested-in-packmatic,https://www.speedinvest.com/,1,HIGH
Marketplaces,FJ Labs,"US-based, invests globally including Europe",100000,5000000,USD,"Global marketplace specialist investing in consumer, B2B and vertical transaction platforms.",Liablix?,Dec-2025,https://www.liablix.com/news/liablix-raises-1-3m-pre-seed,https://www.fjlabs.com/,1,LOW
Marketplaces,FJ Labs,"US-based, invests globally including Europe",100000,5000000,USD,"Global marketplace specialist investing in consumer, B2B and vertical transaction platforms.",sun.store,Jun-2025,https://sun.store/blog/sun-store-raises-6-million-seed,https://www.fjlabs.com/,1,LOW
Marketplaces,HV Capital,Europe-focused,500000,10000000,EUR,"European investor in consumer internet, commerce, marketplaces and transaction platforms.",Flip,Aug-2026,https://www.getflip.com/en/news/flip-raises-25-million,https://www.hvcapital.com/,1,HIGH
Marketplaces,HV Capital,Europe-focused,500000,10000000,EUR,"European investor in consumer internet, commerce, marketplaces and transaction platforms.",CarOnSale,Jun-2025,https://www.caronsale.com/en/company/news/caronsale-raises-70-million-series-c,https://www.hvcapital.com/,1,HIGH
Marketplaces,Northzone,Europe and US,1000000,50000000,USD,"Multi-stage investor in marketplaces, consumer platforms, fintech and software.",Brickanta?,Feb-2026,https://www.brickanta.com/news/brickanta-raises-8m-seed,https://www.northzone.com/,1,LOW
Marketplaces,Northzone,Europe and US,1000000,50000000,USD,"Multi-stage investor in marketplaces, consumer platforms, fintech and software.",CarOnSale,Jun-2025,https://www.northzone.com/insights/building-blocks-a-portrait-of-caronsales-tom-kruger,https://www.northzone.com/,1,HIGH
Marketplaces,Point Nine,Europe and North America,500000,5000000,EUR,Seed investor in SaaS-enabled marketplaces and vertical transaction networks.,Torg,Apr-2026,https://www.torg.ai/blog/torg-funding-announcement,https://www.pointnine.com/,1,LOW
Marketplaces,Point Nine,Europe and North America,500000,5000000,EUR,Seed investor in SaaS-enabled marketplaces and vertical transaction networks.,Rooser,Apr-2023,https://medium.com/point-nine-news/why-we-invested-in-rooser,https://www.pointnine.com/,1,LOW
Marketplaces,Heartcore Capital,"Europe-focused, selective US",500000,5000000,EUR,"Consumer-technology investor backing commerce, travel and vertical marketplace models.",Dott,Jan-2026,https://www.dott.com/press-release/dott-announces-new-funding/,https://www.heartcore.com/,1,LOW
Marketplaces,Heartcore Capital,"Europe-focused, selective US",500000,5000000,EUR,"Consumer-technology investor backing commerce, travel and vertical marketplace models.",TravelLocal,Sep-2023,https://www.travellocal.com/en-gb/articles/travellocal-raises-10-million/,https://www.heartcore.com/,1,LOW
Marketplaces,General Catalyst,"US-based, invests in Europe",500000,25000000,USD,"Multi-stage investor backing technology marketplaces, transaction networks and vertical platforms.",Mercor,Feb-2026,https://www.mercor.com/blog/series-c,https://www.generalcatalyst.com/,1,HIGH
Marketplaces,General Catalyst,"US-based, invests in Europe",500000,25000000,USD,"Multi-stage investor backing technology marketplaces, transaction networks and vertical platforms.",Beams,Jan-2025,https://www.beams.co.uk/blog/beams-raises-9m-series-a,https://www.generalcatalyst.com/,1,LOW
Marketplaces,Cherry Ventures,Europe-focused,2000000,7000000,EUR,"Pre-seed to Series A investor in software, consumer and digital-commerce platforms.",NUMA,Apr-2026,https://www.numa.com/blog/numa-funding,https://cherry.vc/about/,1,LOW
Marketplaces,Cherry Ventures,Europe-focused,2000000,7000000,EUR,"Pre-seed to Series A investor in software, consumer and digital-commerce platforms.",Swap,Mar-2025,https://www.swap-commerce.com/news/swap-raises-40m-series-b,https://cherry.vc/about/,1,LOW
Healthcare and digital health,Nina Capital,"Europe-focused; also US, Israel, Canada and Australia",200000,1500000,EUR,"Pre-seed to Series A healthcare-technology investor in clinical software, data and care delivery.",Ladder Health,Jul-2026,https://www.ladderhealth.com/news/ladder-health-raises-7m-seed,https://www.nina.capital/,1,LOW
Healthcare and digital health,Nina Capital,"Europe-focused; also US, Israel, Canada and Australia",200000,1500000,EUR,"Pre-seed to Series A healthcare-technology investor in clinical software, data and care delivery.",IO Health,Nov-2025,https://www.nina.capital/2025-news,https://www.nina.capital/,1,LOW
Healthcare and digital health,Heal Capital,Europe-focused,1000000,5000000,EUR,"Dedicated European healthtech investor across digital care, clinical AI, infrastructure and medtech.",Hypervision Surgical,Jul-2026,https://www.hypervisionsurgical.com/news/series-a,https://www.healcapital.com/,1,LOW
Healthcare and digital health,Heal Capital,Europe-focused,1000000,5000000,EUR,"Dedicated European healthtech investor across digital care, clinical AI, infrastructure and medtech.",MediShout,Jul-2025,https://www.medishout.co.uk/news/medishout-raises-6-5m-series-a,https://www.healcapital.com/,1,LOW
Healthcare and digital health,Eka Ventures,UK/Europe,1000000,3000000,GBP,"Impact-focused seed investor backing prevention, diagnostics, women's health and scalable care models.",Flok Health,Jun-2026,https://www.flok.health/news/flok-health-raises-12-5m-series-a,https://www.ekavc.com/,1,LOW
Healthcare and digital health,Eka Ventures,UK/Europe,1000000,3000000,GBP,"Impact-focused seed investor backing prevention, diagnostics, women's health and scalable care models.",Oxford Cancer Analytics,Sep-2025,https://oxcan.com/news/oxford-cancer-analytics-raises-11m-series-a,https://www.ekavc.com/,1,LOW
Healthcare and digital health,AlbionVC,UK/Europe,2000000,8000000,GBP,"UK healthtech investor in digital care delivery, clinical infrastructure and technology-enabled therapeutics.",Flok Health,Jun-2026,https://albion.vc/spotlight/news/flok-health-raises-12-5m-to-scale-the-worlds-first-ai-clinician/,https://albion.vc/,1,HIGH
Healthcare and digital health,AlbionVC,UK/Europe,2000000,8000000,GBP,"UK healthtech investor in digital care delivery, clinical infrastructure and technology-enabled therapeutics.",Evaro?,Jan-2026,https://albion.vc/spotlight/news/evaro-raises-25m-series-a/,https://albion.vc/,1,LOW
Healthcare and digital health,Octopus Ventures,UK/Europe; selective US,1000000,10000000,GBP,"Early-stage investor with a dedicated health team spanning digital health, care delivery and biotech.",Aersk?,Apr-2026,https://octopusventures.com/insights/why-we-invested-in-aersk-ai/,https://octopusventures.com/,1,LOW
Healthcare and digital health,Octopus Ventures,UK/Europe; selective US,1000000,10000000,GBP,"Early-stage investor with a dedicated health team spanning digital health, care delivery and biotech.",Little Journey,Sep-2025,https://octopusventures.com/insights/little-journey-series-a/,https://octopusventures.com/,1,LOW
Healthcare and digital health,Speedinvest,"Europe-focused, invests globally",250000,5000000,EUR,"Health & Bio team backing health software, care infrastructure, AI and life-science tools.",Orakl Oncology,Feb-2026,https://www.speedinvest.com/knowledge/why-we-invested-in-orakl-oncology,https://www.speedinvest.com/,1,HIGH
Healthcare and digital health,Speedinvest,"Europe-focused, invests globally",250000,5000000,EUR,"Health & Bio team backing health software, care infrastructure, AI and life-science tools.",Nelly,Oct-2025,https://www.speedinvest.com/knowledge/why-we-invested-in-nelly,https://www.speedinvest.com/,1,HIGH
Healthcare and digital health,Crista Galli Ventures,UK/Europe,500000,3000000,GBP,"European healthtech investor backing prevention, digital care, diagnostics and data-enabled medicine.",PocDoc,Oct-2025,https://www.pocdoc.co/news/pocdoc-funding,https://www.cristagalli.com/,1,LOW
Healthcare and digital health,Crista Galli Ventures,UK/Europe,500000,3000000,GBP,"European healthtech investor backing prevention, digital care, diagnostics and data-enabled medicine.",Aeon,Jun-2025,https://www.aeon.life/news/aeon-raises-8-2m-seed,https://www.cristagalli.com/,1,LOW
Healthcare and digital health,KHP Ventures,UK/Europe,500000,5000000,GBP,"NHS-linked early-stage investor in digital health, clinical AI and healthcare infrastructure.",Phare Health,Sep-2025,https://www.pharehealth.com/news/series-a,https://khpventures.com/,1,LOW
Healthcare and digital health,KHP Ventures,UK/Europe,500000,5000000,GBP,"NHS-linked early-stage investor in digital health, clinical AI and healthcare infrastructure.",Inovus Medical,Oct-2025,https://www.inovus.org/news/inovus-medical-funding,https://khpventures.com/,1,LOW
Healthcare and digital health,General Catalyst,"US-based, invests in Europe",500000,25000000,USD,"Global technology investor with a health-assurance strategy spanning care delivery, software and diagnostics.",Sword Health,Jun-2026,https://swordhealth.com/newsroom/sword-health-funding,https://www.generalcatalyst.com/,1,LOW
Healthcare and digital health,General Catalyst,"US-based, invests in Europe",500000,25000000,USD,"Global technology investor with a health-assurance strategy spanning care delivery, software and diagnostics.",Cera,Jan-2025,https://ceracare.co.uk/news/cera-raises-150m,https://www.generalcatalyst.com/,1,LOW
