# LISTED FULL REFRESH, 1-Sep-2026. Transcribed by Opus from Daniil's screenshots in the session they
# arrived. The source workbook is in another sandbox and cannot be exported, so this is the only
# transfer route available. Daniil recalculated fiscal-year figures and calendarised them by hand,
# and added the broker estimate count for FY+1 revenue.
# na = n.a. in the sheet. nm = n.m. HIDDEN = the cell was truncated by column width and unreadable.
# BROKEN = the sheet itself shows #DIV/0! or #N/A.
#
# TWO CORRECTIONS FROM DANIIL, 1-Sep, applied here.
# 1. TSE:9418 U-NEXT gross profit is 955, not the 355 I first read. It now ties: 2155/955 = 2.3x,
#    which is the multiple the sheet shows. This was the single discrepancy the check could not
#    explain by rounding, and it is closed.
# 2. NASDAQ:MELI and NASDAQGS:MELI are NOT a duplicate to be collapsed. Same enterprise value,
#    two different volume denominators: GMV of 65,037 on the commerce row and TPV of 277,823 on
#    the payments row. MercadoLibre is therefore two comparables, and AV/TPV is to be calculated
#    separately from AV/GMV. Recorded on the tracker as an open build item.
#    The other six repeated tickers ARE true duplicates and collapse on the normalised symbol:
#    GigaCloud, Freightos, Kanzhun, LegalZoom, Copart, Xometry.
ticker,company_name,year_end,calendarization,currency,fx_usd_per_lcy,balance_sheet_driven,market_cap_musd,price_per_share,eqv_av_bridge_musd,av_musd,n_estimates,gmv_cy0,gmv_cy1,gmv_cy2,gmv_ntm,revenue_ntm_musd,gross_profit_musd,net_income_musd,bvps,av_gmv_pct,av_ntm_revenue_x,av_ntm_gp_x,pe_x,pbv_x,growth_cy1_pct,growth_cy2_pct,growth_cy3_pct,cagr_cy1_cy3_pct,ni_growth_cy2_pct
NYSE:RNG,RingCentral Inc.,31-Dec-25,0.00,USD,1.00,0,5910,71,1053,6963,15,na,na,na,na,2722,2117,465,na,na,2.6,3.3,12.7,na,5.0,4.5,4.6,4.5,8.8
NYSE:RSKD,Riskified Ltd.,31-Dec-25,0.00,USD,1.00,0,817,6,-200,617,6,155102,182921,202881,196264,436,220,48,na,0.3,1.4,2.8,17.2,na,17.9,10.9,9.9,10.4,51.2
NASDAQGS:ROP,Roper Technologies Inc.,31-Dec-25,0.00,USD,1.00,0,41371,418,10955,52326,19,na,na,na,na,8915,6229,2373,na,na,5.9,8.4,17.4,na,8.4,6.1,6.4,6.3,8.3
NYSE:RBRK,Rubrik Inc.,31-Jan-26,0.08,USD,1.00,0,18326,88,-598,17728,29,na,na,na,na,1901,1538,143,na,na,9.3,11.5,128.4,na,29.6,21.8,20.8,21.3,133.5
NASDAQGS:SAIL,SailPoint Inc.,,,,,,10907,19,-372,10535,24,na,na,na,na,1409,1100,206,na,na,7.5,9.6,52.9,na,19.0,18.5,17.6,18.1,58.0
NYSE:CRM,"Salesforce, Inc.",,,,,,212425,258,30973,243398,45,na,na,na,na,48897,39324,13191,na,na,5.0,6.2,16.1,na,11.2,9.9,9.4,9.7,1.3
NYSE:IOT,Samsara Inc.,,,,,,22761,39,-1212,21548,22,na,na,na,na,2251,1743,487,na,na,9.6,12.4,46.8,na,24.8,20.4,18.0,19.2,38.5
XTRA:SAP,SAP SE,,,,,,246549,214,-1349,245199,30,na,na,na,na,50335,37016,10581,na,na,4.9,6.6,23.3,na,9.4,11.8,12.0,11.9,15.3
NYSE:S,"SentinelOne, Inc.",,,,,,7180,21,-655,6525,37,na,na,na,na,1330,1029,137,na,na,4.9,6.3,52.5,na,20.4,18.0,17.1,17.5,150.4
NYSE:NOW,"ServiceNow, Inc.",,,,,,147739,143,1746,149485,46,na,na,na,na,18254,14427,4892,na,na,8.2,10.4,30.2,na,22.2,18.8,18.8,18.8,23.7
NASDAQGS:TTAN,"ServiceTitan, Inc.",,,,,,9106,95,-370,8735,17,82100,97577,112106,107289,1235,926,143,na,8.1,7.1,9.4,63.6,na,18.9,14.9,16.8,15.8,53.2
WSE:SHO,Shoper S.A.,,,,,,312,11,-7,305,2,5597,6369,7402,7059,74,18,20,na,4.3,4.1,17.3,15.4,na,13.8,16.2,16.6,16.4,39.3
NASDAQGS:SHOP,Shopify Inc.,,,,,,179899,140,-5853,174046,47,378400,498801,626362,584075,17837,8394,2919,na,29.8,9.8,20.7,61.6,na,31.8,25.6,25.7,25.7,28.8
ENXTPA:ALBFR,Sidetrade SA,,,,,,321,228,17,339,3,na,na,na,na,90,73,12,na,na,3.7,4.7,26.2,na,16.6,12.8,13.6,13.2,25.5
OM:SINCH,Sinch AB (publ),,,,,,3371,5,764,4135,8,na,na,na,na,2961,1032,266,na,na,1.4,4.0,12.7,na,1.6,4.9,5.3,5.1,11.4
NYSE:SNOW,Snowflake Inc.,,,,,,110844,320,-1627,109216,49,na,na,na,na,7023,5046,868,na,na,15.6,21.6,127.8,na,30.2,25.9,25.6,25.8,80.3
NASDAQGM:SOUN,"SoundHound AI, Inc.",,,,,,3042,7,-197,2845,7,na,na,na,na,264,148,-72,na,na,10.8,19.2,nm,na,40.4,16.8,-5.8,4.9,nm
NYSE:CXM,"Sprinklr, Inc.",,,,,,1780,8,-399,1381,9,na,na,na,na,888,600,127,na,na,1.6,2.3,14.0,na,1.7,3.7,6.8,5.3,22.8
NASDAQCM:SPT,"Sprout Social, Inc.",,,,,,695,11,-74,621,10,na,na,na,na,514,406,88,na,na,1.2,1.5,7.9,na,8.1,6.0,10.5,8.2,42.8
NASDAQGS:SPSC,"SPS Commerce, Inc.",,,,,,2985,83,-167,2819,13,na,na,na,na,824,590,191,na,na,3.4,4.8,15.7,na,5.2,6.3,7.2,6.7,8.4
NASDAQGS:SNPS,"Synopsys, Inc.",,,,,,79495,415,7233,86728,22,na,na,na,na,10627,8955,3344,na,na,8.2,9.7,23.8,na,32.0,11.0,10.9,10.9,17.4
XTRA:TMV,TeamViewer SE,,,,,,1290,8,938,2228,16,na,na,na,na,902,795,199,na,na,2.5,2.8,6.5,na,2.0,3.3,4.1,3.7,7.0
TSX:TCS,Tecsys Inc.,,,,,,304,21,-19,285,5,na,na,na,na,149,73,3,na,na,1.9,3.9,119.1,na,5.6,6.5,7.8,7.2,-9.4
SWX:TEMN,Temenos AG,,,,,,6095,89,691,6786,16,na,na,na,na,1225,981,338,na,na,5.5,6.9,18.0,na,7.0,7.4,6.5,7.0,8.9
NASDAQGS:TENB,"Tenable Holdings, Inc.",,,,,,3907,35,123,4030,21,na,na,na,na,1130,927,250,na,na,3.6,4.3,15.7,na,7.9,7.2,6.4,6.8,11.2
NYSE:TDC,Teradata Corporation,,,,,,2664,29,-315,2349,13,na,na,na,na,1662,1027,273,na,na,1.4,2.3,9.8,na,-1.0,1.3,2.1,1.7,6.8
WSE:TXT,Text S.A.,,,,,,289,11,-24,265,5,na,na,na,na,95,32,34,na,na,2.8,8.3,8.6,na,3.0,3.9,2.4,3.2,2.1
LSE:SGE,The Sage Group plc,,,,,,13004,14,1986,14990,20,na,na,na,na,4056,3763,716,na,na,3.7,4.0,18.2,na,9.7,9.1,8.0,8.5,12.6
ENXTAM:TOM2,TomTom N.V.,,,,,,586,5,-219,366,3,na,na,na,na,628,556,38,na,na,0.6,0.7,15.4,na,-5.1,4.4,3.5,3.9,28.2
TSXV:TOI,Topicus.com Inc.,,,,,,6214,74,115,6329,3,na,na,na,na,2284,824,371,na,na,2.8,7.7,16.7,na,15.6,14.6,14.6,14.6,23.5
NASDAQGS:TRMB,Trimble Inc.,,,,,,13744,59,899,14643,12,na,na,na,na,4133,3005,919,na,na,3.5,4.9,15.0,na,9.5,7.8,8.6,8.2,21.9
OM:TRUE B,Truecaller AB (publ),,,,,,819,3,-83,736,5,na,na,na,na,198,146,41,na,na,3.7,5.1,20.1,na,-14.1,19.8,16.9,18.4,60.9
NYSE:TWLO,Twilio Inc.,,,,,,35115,229,-1841,33274,28,na,na,na,na,6439,3136,1036,na,na,5.2,10.6,33.9,na,18.4,10.9,10.2,10.6,14.6
NYSE:TYL,"Tyler Technologies, Inc.",,,,,,15416,376,485,15901,24,na,na,na,na,2724,1407,598,na,na,5.8,11.3,25.8,na,9.5,9.9,8.9,9.4,14.0
NYSE:PATH,"UiPath, Inc.",,,,,,9399,18,-1333,8066,20,na,na,na,na,1866,1565,452,na,na,4.3,5.2,20.8,na,10.6,8.6,7.3,8.0,18.6
NYSE:U,Unity Software Inc.,,,,,,18008,41,242,18250,23,na,na,na,na,2522,2096,763,na,na,7.2,8.7,23.6,na,20.0,20.4,18.1,19.2,51.7
NASDAQGS:VRNS,"Varonis Systems, Inc.",,,,,,4864,42,-383,4481,23,na,na,na,na,829,651,43,na,na,5.4,6.9,114.1,na,18.3,18.6,17.0,17.8,170.5
NASDAQGM:VERX,"Vertex, Inc.",,,,,,2243,14,119,2363,16,na,na,na,na,885,673,160,na,na,2.7,3.5,14.0,na,10.5,10.5,11.3,10.9,24.5
NYSE:VIA,"Via Transportation, Inc.",,,,,,2241,28,-318,1924,9,na,na,na,na,633,258,25,na,na,3.0,7.4,91.4,na,27.0,22.2,20.8,21.5,38.9
OM:VIT B,Vitec Software Group AB,,,,,,1140,29,331,1471,6,na,na,na,na,401,356,67,na,na,3.7,4.1,17.1,na,2.4,5.3,5.3,5.3,20.7
NYSE:WEAV,Weave Communications Inc.,,,,,,584,7,-27,557,4,na,na,na,na,299,217,19,na,na,1.9,2.6,30.6,na,14.7,13.4,14.3,13.8,52.7
NASDAQGS:WDAY,"Workday, Inc.",,,,,,47810,198,369,48179,43,na,na,na,na,11321,8941,2988,na,na,4.3,5.4,16.0,na,11.8,10.6,10.6,10.6,24.3
NYSE:WK,Workiva Inc.,,,,,,4174,77,-23,4151,11,na,na,na,na,1150,955,230,na,na,3.6,4.3,18.1,na,17.8,15.5,14.9,15.2,20.3
NYSE:XPER,Xperi Inc.,,,,,,283,6,-30,253,6,na,na,na,na,475,340,59,na,na,0.5,0.7,4.8,na,2.1,5.7,7.7,6.7,50.0
NYSE:YEXT,"Yext, Inc.",,,,,,655,7,135,789,1,na,na,na,na,447,329,72,na,na,1.8,2.4,9.0,na,-0.1,0.9,1.0,0.9,6.4
NYSE:ZETA,Zeta Global Holdings Corp.,,,,,,7922,32,-90,7832,15,na,na,na,na,2015,1214,307,na,na,3.9,6.5,25.8,na,39.5,16.0,14.5,15.3,30.8
NASDAQGS:ZM,Zoom Communications Inc.,,,,,,27690,95,-7314,20376,29,na,na,na,na,5217,4133,1863,na,na,3.9,4.9,14.9,na,4.6,4.2,4.2,4.2,3.3
NASDAQGS:ZS,"Zscaler, Inc.",,,,,,28844,178,-1671,27173,47,na,na,na,na,3972,3169,813,na,na,6.8,8.6,35.5,na,21.1,16.9,16.2,16.6,17.1
NASDAQGS:TEAM,Atlassian Corporation,,,,,,47345,187,-62,47282,32,na,na,na,na,7693,6625,1267,na,na,6.1,7.1,37.4,na,19.2,14.2,15.2,14.7,134.1
NYSE:VEEV,Veeva Systems Inc.,,,,,,45210,279,-7091,38119,28,na,na,na,na,3950,3037,1601,na,na,9.7,12.6,28.2,na,15.5,12.3,12.3,12.3,13.0
NASDAQGS:CHKP,Check Point Software Technologies,,,,,,13729,134,-2229,11501,34,na,na,na,na,2915,2555,1100,na,na,3.9,4.5,12.5,na,2.8,6.0,5.8,5.9,3.2
TASE:NICE,NICE Ltd.,,,,,,6364,109,-266,6098,9,na,na,na,na,3375,2298,713,na,na,1.8,2.7,8.9,na,8.0,9.1,11.9,10.5,10.8
NASDAQGS:WIX,Wix.com Ltd.,,,,,,3698,88,1074,4773,22,14300,16190,17983,17389,2424,1649,311,na,27.4,2.0,2.9,11.9,na,13.2,11.1,11.8,11.4,43.8
NASDAQGS:GTM,ZoomInfo Technologies Inc.,,,,,,1199,4,1366,2565,20,na,na,na,na,1193,1024,354,na,na,2.2,2.5,3.4,na,-3.0,-2.4,1.9,-0.3,-0.9
NYSE:SMWB,Similarweb Ltd.,,,,,,775,9,-28,747,8,na,na,na,na,340,274,24,na,na,2.2,2.7,31.9,na,12.0,11.0,12.4,11.7,29.9
ENXTPA:DSY,Dassault Systemes SE,,,,,,34148,26,-2601,31546,23,na,na,na,na,7682,6469,2130,na,na,4.1,4.9,16.0,na,2.0,6.2,6.2,6.2,-5.1
NASDAQGS:AMZN,"Amazon.com, Inc.",,,,,,2749647,255,128252,2877899,55,na,na,na,na,907423,475555,120496,na,na,3.2,6.1,22.8,na,15.5,14.3,15.7,15.0,-14.7
NYSE:BABA,Alibaba Group Holding Limited,,,,,,272954,113,-37910,235043,33,na,na,na,na,176357,70472,18732,na,na,1.3,3.3,14.6,na,8.0,11.9,13.6,12.8,29.4
NASDAQGS:JD,"JD.com, Inc.",,,,,,37498,28,-13469,24029,25,na,na,na,na,210174,35529,5641,na,na,0.1,0.7,6.6,na,3.9,5.8,5.1,5.4,25.5
NASDAQGS:PDD,PDD Holdings Inc.,,,,,,118384,83,-66478,51906,29,na,na,na,na,74819,42270,17621,na,na,0.7,1.2,6.7,na,8.4,11.1,9.1,10.1,21.6
NASDAQGS:MELI,"MercadoLibre, Inc.",,,,,,99543,1963,7462,107005,20,65037,93851,120036,111356,49470,21130,2549,na,96.1,2.2,5.1,39.0,na,44.3,27.9,24.7,26.3,43.3
NYSE:SE,Sea Limited,,,,,,68996,113,-4834,64162,21,127400,172364,210559,197897,35632,16229,3128,na,32.4,1.8,4.0,22.1,na,35.3,22.2,17.8,20.0,40.1
NYSE:CPNG,"Coupang, Inc.",,,,,,28401,16,-477,27924,15,na,na,na,na,40392,11716,69,na,na,0.7,2.4,408.3,na,7.2,13.7,11.8,12.7,nm
NASDAQGS:EBAY,eBay Inc.,,,,,,46716,105,3783,50499,28,79609,89664,95687,93690,13063,9544,2875,na,53.9,3.9,5.3,16.3,na,12.6,6.7,6.4,6.5,6.9
NYSE:ETSY,"Etsy, Inc.",,,,,,7503,82,1954,9457,28,11917,11774,12297,12124,2934,2143,716,na,78.0,3.2,4.4,10.5,na,-1.2,4.4,4.3,4.4,2.9
WSE:ALE,Allegro.eu S.A.,,,,,,11905,12,910,12815,15,18434,21547,24071,23234,3868,1310,631,na,55.2,3.3,9.8,18.9,na,16.9,11.7,11.6,11.6,19.7
XTRA:ZAL,Zalando SE,,,,,,6763,28,-116,6647,26,19843,22235,23534,23123,16679,6680,506,na,28.7,0.4,1.0,13.4,na,12.4,5.6,5.2,5.4,19.7
LSE:ASC,ASOS Plc,,,,,,658,5,643,1300,12,3198,3005,3046,3033,3081,1540,-56,na,42.9,0.4,0.8,nm,na,-6.0,1.4,2.0,1.7,nm
NYSE:VIPS,Vipshop Holdings Limited,,,,,,7248,13,-3764,3484,20,29719,29061,29346,29251,15511,3635,1134,na,11.9,0.2,1.0,6.4,na,-2.2,1.0,0.1,0.5,25.1
NASDAQGS:BZUN,Baozun Inc.,,,,,,159,3,141,300,6,na,na,na,na,1677,1237,43,na,na,0.2,0.2,3.7,na,8.2,7.1,6.7,6.9,64.5
NASDAQGS:DASH,"DoorDash, Inc.",,,,,,97778,226,-2031,95747,37,102018,132556,159769,150748,20269,10589,3222,na,63.5,4.7,9.0,30.3,na,29.9,20.5,18.5,19.5,30.3
NYSE:UBER,"Uber Technologies, Inc.",,,,,,153682,75,2054,155736,43,193454,215540,248503,237575,63881,28136,8214,na,65.6,2.4,5.5,18.7,na,11.4,15.3,14.1,14.7,29.8
XTRA:DHER,Delivery Hero SE,,,,,,12941,43,3155,16096,17,55592,62949,68687,66785,19581,5074,-215,na,24.1,0.8,3.2,nm,na,13.2,9.1,9.8,9.5,nm
SEHK:3690,Meituan,,,,,,60334,10,-12894,47441,36,na,na,na,na,67452,22209,2618,na,na,0.7,2.1,23.0,na,14.3,13.1,13.5,13.3,947.1
NSEI:ETERNAL,Eternal Limited,,,,,,31750,3,-215,31536,31,na,na,na,na,12213,4698,253,na,na,2.6,6.7,125.5,na,88.7,50.8,31.2,40.7,153.6
NSEI:SWIGGY,Swiggy Limited,,,,,,7551,8,-910,6642,28,7665,10350,13191,12250,3553,2015,-242,na,54.2,1.9,3.3,nm,na,35.0,27.4,19.2,23.3,nm
NASDAQGS:CART,Maplebear Inc.,,,,,,11587,50,-851,10736,28,37224,42241,46670,45200,4544,3337,1136,na,23.8,2.4,3.2,10.2,na,13.5,10.5,9.8,10.1,16.8
NASDAQGS:BKNG,Booking Holdings Inc.,,,,,,147038,196,3414,150452,35,186107,202296,221401,215067,31106,27173,8826,na,70.0,4.8,5.5,16.7,na,8.7,9.4,8.2,8.8,14.0
NASDAQGS:EXPE,"Expedia Group, Inc.",,,,,,36513,304,-877,35636,34,119590,131509,140834,137743,16969,15371,2785,na,25.9,2.1,2.3,13.1,na,10.0,7.1,7.5,7.3,12.8
NASDAQGS:ABNB,"Airbnb, Inc.",,,,,,107626,183,-9573,98053,36,91273,105545,117495,113534,15226,12666,3472,na,86.4,6.4,7.7,31.0,na,15.6,11.3,10.9,11.1,14.3
NASDAQGS:TRIP,"Tripadvisor, Inc.",,,,,,1109,9,26,1134,14,4700,3935,4035,4042,1626,1501,121,na,28.1,0.7,0.8,9.2,na,-16.3,4.1,1.1,2.6,28.1
NASDAQGS:TCOM,Trip.com Group Limited,,,,,,27606,44,-6968,20639,25,na,na,na,na,10814,8619,2745,na,na,1.9,2.4,10.1,na,8.2,11.5,10.2,10.9,17.4
NASDAQGS:TRVG,trivago N.V.,,,,,,413,6,-142,271,5,na,na,na,na,780,753,33,na,na,0.3,0.4,12.4,na,15.2,9.6,10.4,10.0,67.1
NASDAQGS:MMYT,MakeMyTrip Limited,,,,,,5280,56,668,5948,8,10391,11777,13772,13111,1297,935,225,na,45.4,4.6,6.4,23.4,na,13.3,16.9,20.4,18.7,44.5
NASDAQGS:CARG,"CarGurus, Inc.",,,,,,3097,35,63,3160,14,na,na,na,na,1075,994,261,na,na,2.9,3.2,11.9,na,11.8,9.0,7.6,8.3,12.7
NYSE:CARS,Cars.com Inc.,,,,,,620,12,414,1034,7,na,na,na,na,741,619,140,na,na,1.4,1.7,4.4,na,0.8,2.4,2.3,2.4,21.2
LSE:AUTO,Auto Trader Group plc,,,,,,5355,7,193,5548,18,na,na,na,na,899,711,422,na,na,6.2,7.8,12.7,na,3.9,5.0,4.6,4.8,5.1
NASDAQGS:ATHM,Autohome Inc.,,,,,,2558,22,-2544,15,9,na,na,na,na,753,556,154,na,na,0.0,0.0,16.6,na,-23.1,2.9,-1.6,0.6,4.3
NYSE:CVNA,Carvana Co.,,,,,,51964,72,3675,55639,22,na,na,na,na,33659,6455,1332,na,na,1.7,8.6,39.0,na,42.4,24.4,23.7,24.0,42.3
NYSE:ACVA,ACV Auctions Inc.,,,,,,1148,7,7,1155,12,10400,11613,12926,12491,912,465,53,na,9.2,1.3,2.5,21.8,na,11.7,11.3,14.5,12.9,73.1
NASDAQGS:OPEN,Opendoor Technologies Inc.,,,,,,2952,3,1048,4000,9,na,na,na,na,6289,586,-103,na,na,0.6,6.8,nm,na,-10.0,89.6,24.9,53.9,nm
NYSE:KMX,"CarMax, Inc.",,,,,,8657,61,18700,27357,18,na,na,na,na,27467,2871,400,na,na,1.0,9.5,21.6,na,-2.3,1.5,2.5,2.0,14.9
NYSE:OPLN,"OPENLANE, Inc.",,,,,,4304,35,2283,6587,8,28800,32576,35192,34325,2306,1003,208,na,19.2,2.9,6.6,20.7,na,13.1,8.0,8.4,8.2,21.1
NASDAQGS:Z,"Zillow Group, Inc.",,,,,,7565,33,-140,7425,23,na,na,na,na,3182,2326,618,na,na,2.3,3.2,12.2,na,14.2,11.8,11.6,11.7,27.8
LSE:RMV,Rightmove plc,,,,,,4988,7,-38,4950,19,na,na,na,na,648,309,318,na,na,7.6,16.0,15.7,na,7.0,8.1,8.4,8.3,4.3
XTRA:G24,Scout24 SE,,,,,,6276,91,742,7018,21,na,na,na,na,951,893,361,na,na,7.4,7.9,17.4,na,17.6,11.1,9.0,10.0,15.1
ASX:REA,REA Group Limited,,,,,,15878,121,-439,15439,15,na,na,na,na,1404,1067,543,na,na,11.0,14.5,29.3,na,3.0,2.6,10.3,6.4,23.7
OM:HEM,Hemnet Group AB (publ),,,,,,858,9,71,929,14,na,na,na,na,163,122,54,na,na,5.7,7.6,16.0,na,-11.4,23.9,12.4,18.0,38.6
NASDAQGS:CSGP,"CoStar Group, Inc.",,,,,,12958,32,-98,12860,22,na,na,na,na,4022,3187,640,na,na,3.2,4.0,20.2,na,15.3,11.1,11.6,11.3,23.4
NASDAQGS:UPWK,Upwork Inc.,,,,,,1147,9,-235,912,10,4028,3795,3767,3776,738,559,183,na,24.2,1.2,1.6,6.3,na,-5.8,-0.7,6.6,2.9,-0.7
NYSE:FVRR,Fiverr International Ltd.,,,,,,333,9,-306,27,9,1073,910,794,832,334,284,54,na,3.2,0.1,0.1,6.1,na,-15.2,-12.8,3.9,-4.8,-17.8
NASDAQGS:ANGI,Angi Inc.,,,,,,189,5,234,423,7,na,na,na,na,949,906,-38,na,na,0.4,0.5,nm,na,-7.3,-0.9,5.0,2.0,nm
ASX:SEK,SEEK Limited,,,,,,3658,10,-377,3280,14,na,na,na,na,932,862,88,na,na,3.5,3.8,41.4,na,6.7,3.9,9.6,6.7,nm
NSEI:NAUKRI,Info Edge (India) Limited,,,,,,9255,14,-198,9057,16,na,na,na,na,387,231,146,na,na,23.4,39.1,63.3,na,7.4,11.7,13.8,12.7,8.0
LSE:MONY,MONY Group plc,,,,,,1370,3,57,1427,11,na,na,na,na,625,403,133,na,na,2.3,3.5,10.3,na,1.5,3.1,3.6,3.3,4.0
NASDAQGS:MTCH,"Match Group, Inc.",,,,,,9621,42,3084,12705,20,na,na,na,na,3572,2704,967,na,na,3.6,4.7,9.9,na,-0.2,4.0,5.7,4.8,2.9
NASDAQGS:BMBL,Bumble Inc.,,,,,,354,3,406,760,12,na,na,na,na,815,602,195,na,na,0.9,1.3,1.8,na,-13.6,-3.4,0.3,-1.6,-7.8
NYSE:GRND,Grindr Inc.,,,,,,2699,16,379,3079,4,na,na,na,na,605,453,10,na,na,5.1,6.8,259.1,na,23.3,17.1,16.9,17.0,nm
NASDAQGS:NFLX,"Netflix, Inc.",,,,,,336488,81,7527,344015,47,na,na,na,na,55088,28404,15676,na,na,6.2,12.1,21.5,na,13.4,11.3,10.2,10.7,4.1
NYSE:SPOT,Spotify Technology S.A.,,,,,,111869,544,-7448,104421,34,na,na,na,na,24797,8418,3538,na,na,4.2,12.4,31.6,na,13.7,14.2,13.5,13.9,26.6
NASDAQGS:DUOL,"Duolingo, Inc.",,,,,,7428,159,-1228,6201,24,na,na,na,na,1314,932,368,na,na,4.7,6.7,20.2,na,16.3,13.3,13.5,13.4,18.0
NYSE:NYT,The New York Times Company,,,,,,10924,68,-1216,9707,9,na,na,na,na,3252,1637,485,na,na,3.0,5.9,22.5,na,11.1,6.8,5.9,6.4,10.4
NYSE:RBLX,Roblox Corporation,,,,,,29054,41,-1201,27853,26,6788,9564,10731,10344,7452,6028,-955,na,269.3,3.7,4.6,nm,na,40.9,12.2,17.0,14.6,nm
NASDAQGS:ROKU,"Roku, Inc.",,,,,,23084,156,-2083,21001,31,na,na,na,na,6081,2772,556,na,na,3.5,7.6,41.5,na,18.7,12.1,12.1,12.1,35.5
NYSE:COUR,"Coursera, Inc.",,,,,,1634,6,-973,661,10,na,na,na,na,1417,890,197,na,na,0.5,0.7,8.3,na,63.2,21.9,3.5,12.3,41.4
NYSE:CHGG,"Chegg, Inc.",,,,,,88,1,-22,66,1,na,na,na,na,163,83,-10,na,na,0.4,0.8,nm,na,-47.5,-26.3,-26.3,-26.3,nm
NYSE:CHWY,"Chewy, Inc.",,,,,,9712,24,3,9715,27,na,na,na,na,14037,4237,700,na,na,0.7,2.3,13.9,na,7.0,7.0,6.5,6.7,24.9
NYSE:W,Wayfair Inc.,,,,,,12859,94,2373,15232,27,na,na,na,na,14073,4218,510,na,na,1.1,3.6,25.2,na,7.7,7.3,7.6,7.5,35.7
NYSE:HIMS,"Hims & Hers Health, Inc.",,,,,,6635,28,705,7341,15,na,na,na,na,3722,2455,223,na,na,2.0,3.0,29.8,na,36.4,24.3,12.3,18.1,40.1
NYSE:WRBY,Warby Parker Inc.,,,,,,2990,24,-42,2948,14,na,na,na,na,1082,586,69,na,na,2.7,5.0,43.5,na,11.4,17.1,32.2,24.4,42.8
NYSE:RVLV,"Revolve Group, Inc.",,,,,,1579,22,-279,1299,14,na,na,na,na,1473,797,77,na,na,0.9,1.6,20.5,na,13.3,9.0,7.1,8.1,26.7
NASDAQGS:REAL,"The RealReal, Inc.",,,,,,1218,10,344,1562,9,2130,2446,2716,2626,854,636,29,na,59.5,1.8,2.5,42.4,na,14.8,11.0,11.1,11.1,207.7
NYSE:ONON,On Holding AG,,,,,,9268,28,-838,8430,24,na,na,na,na,4868,3167,636,na,na,1.7,2.7,14.6,na,16.5,18.6,20.3,19.5,20.1
NYSE:ELF,"e.l.f. Beauty, Inc.",,,,,,6228,106,585,6813,18,na,na,na,na,2019,1454,209,na,na,3.4,4.7,29.8,na,21.0,10.8,8.5,9.7,34.8
NYSE:FIGS,"FIGS, Inc.",,,,,,2535,15,-239,2297,7,na,na,na,na,801,545,71,na,na,2.9,4.2,35.9,na,20.6,7.9,6.4,7.1,3.7
NYSE:BARK,"BARK, Inc.",,,,,,98,11,20,118,2,na,na,na,na,349,217,-13,na,na,0.3,0.5,nm,na,-16.0,-0.7,7.0,3.1,nm
NYSE:YETI,"YETI Holdings, Inc.",,,,,,2931,40,193,3124,17,na,na,na,na,2107,1223,240,na,na,1.5,2.6,12.2,na,7.6,7.2,6.2,6.7,10.5
NYSE:RBA,"RB Global, Inc.",,,,,,15325,83,4171,19496,10,16202,17673,18584,18282,5180,2396,885,na,106.6,3.8,8.1,17.3,na,9.1,5.2,13.4,9.2,12.1
NASDAQGS:CPRT,"Copart, Inc.",,,,,,30056,32,-4089,25967,12,na,na,na,na,4901,2228,1579,na,na,5.3,11.7,19.0,na,1.5,5.8,8.0,6.9,4.8
NASDAQGS:XMTR,"Xometry, Inc.",,,,,,5225,91,-180,5045,11,na,na,na,na,1050,406,71,na,na,4.8,12.4,73.1,na,33.7,21.5,20.1,20.8,88.6
NASDAQGM:GCT,GigaCloud Technology Inc.,,,,,,1692,47,129,1821,2,1577,1892,2032,1985,1624,404,159,na,91.7,1.1,4.5,10.6,na,20.0,7.4,7.4,7.4,9.2
NASDAQCM:CRGO,Freightos Limited,,,,,,65,1,-19,46,2,1286,1329,1466,1421,33,23,-9,na,3.2,1.4,2.0,nm,na,3.3,10.4,16.6,13.4,nm
LSE:ATG,Auction Technology Group plc,,,,,,703,6,156,859,9,12100,14932,15745,15475,262,162,58,na,5.5,3.3,5.3,12.2,na,23.4,5.4,6.2,5.8,18.0
XTRA:AG1,AUTO1 Group SE,,,,,,5576,25,1290,6865,14,na,na,na,na,12657,1568,228,na,na,0.5,4.4,24.5,na,21.4,15.0,14.0,14.5,56.5
NASDAQGS:BZ,Kanzhun Limited,,,,,,7847,18,-3052,4795,19,na,na,na,na,1498,1290,654,na,na,3.2,3.7,12.0,na,12.4,12.5,12.4,12.5,15.4
NYSE:ZIP,"ZipRecruiter, Inc.",,,,,,340,4,91,431,5,na,na,na,na,478,430,42,na,na,0.9,1.0,8.2,na,3.0,5.1,7.4,6.2,21.2
ASX:ART,Airtasker Limited,,,,,,77,0,-19,58,3,135,147,163,157,46,41,-3,na,37.1,1.3,1.4,nm,na,8.4,11.1,13.8,12.4,nm
ASX:FLN,Freelancer Limited,,,,,,48,0,-5,43,1,569,528,583,565,38,32,1,na,7.7,1.2,1.3,33.4,na,-7.1,10.3,10.3,10.3,226.2
ASX:HPG,hipages Group Holdings Limited,,,,,,90,1,-18,72,4,na,na,na,na,72,44,7,na,na,1.0,1.6,12.8,na,9.3,9.9,9.5,9.7,-17.0
