# EVERY private round, with the announcement URL, for the user-count sweep of 3-Sep-2026.
# Daniil: "How many private round records do we have currently? Did we check for each of
# them the number of users at announcement?" We had checked eight. This is all of them.
tid,key,company,date,post,existing_metric,url
perplexity-2024-01,perplexity,Perplexity,Jan-24,520.0,,https://www.perplexity.ai/hub/blog/perplexity-raises-series-b-funding-round
perplexity-2025-07,perplexity,Perplexity,Jul-25,18000.0,,https://news.bloomberglaw.com/private-equity/ai-startup-perplexity-valued-at-18-billion-with-new-funding
perplexity-2025-09,perplexity,Perplexity,Sep-25,20000.0,,https://www.pymnts.com/artificial-intelligence-2/2025/perplexity-valuation-hits-20-billion-following-new-funding-round/
personio-2022-06,personio,Personio,Jun-22,8500.0,,https://www.personio.com/about-personio/press/personio-raises-200-million/
pinelabs-2021-05,pinelabs,Pine Labs,May-21,3000.0,,https://techcrunch.com/2021/05/16/merchant-commerce-platform-pine-labs-raises-285-million/
pipe-2021-05,pipe,Pipe,May-21,2000.0,,https://techcrunch.com/2021/05/19/pipe-raises-250m-at-a-2b-valuation/
plaid-2021-04,plaid,Plaid,Apr-21,13400.0,,https://plaid.com/blog/series-d/
plaid-2025-04,plaid,Plaid,Apr-25,6100.0,,https://techcrunch.com/2025/04/03/fintech-plaid-raises-575m-at-6-1b-valuation-says-it-will-not-go-public-in-2025/
pleo-2021-12,pleo,Pleo,Dec-21,4700.0,,https://www.pleo.io/en/blog/series-c-extension
qonto-2022-01,qonto,Qonto,Jan-22,5000.0,,https://qonto.com/en/blog/qonto/inside-qonto/series-d
quince-2025-07,quince,Quince,Jul-25,4500.0,,news.crunchbase.com/e-commerce/iconiq-investment-doubles-quince-valuation/
quince-2026-03,quince,Quince,Mar-26,10100.0,,prnewswire.com/news-releases/quince-raises-500m-series-e-resulting-in-10-1b-valuation-to-accelerate-the-manufacturer-to-consumer-platform-302710298.html
raisin-2023-03,raisin,Raisin,Mar-23,1100.0,,https://www.raisin.com/en/corporate/press/series-e/
ramp-2021-08,ramp,Ramp,Aug-21,3900.0,,https://ramp.com/blog/series-c
ramp-2025-07,ramp,Ramp,Jul-25,22500.0,,https://techcrunch.com/2025/07/30/ramp-raises-500m-at-22-5b-valuation/
ramp-2025-11,ramp,Ramp,Nov-25,32000.0,,https://techcrunch.com/2025/11/17/ramp-hits-32b-valuation-just-three-months-after-hitting-22-5b/
rapyd-2021-08,rapyd,Rapyd,Aug-21,8750.0,PAYMENT_VOLUME,https://techcrunch.com/2021/08/03/rapyd-raises-300m-on-8-75b-valuation-as-fintech-as-a-service-continues-to-boom/
rapyd-2021-01,rapyd,Rapyd,Jan-21,2500.0,,"https://www.calcalistech.com/ctech/articles/0,7340,L-3887513,00.html"
razorpay-2021-12,razorpay,Razorpay,Dec-21,7500.0,,https://razorpay.com/blog/razorpay-secures-375-million-in-series-f-funding/
recharge-2021-05,recharge,Recharge,May-21,2100.0,,businesswire.com/news/home/20210506005257/en/ReCharge-Announces-277-Million-in-Growth-Capital-from-Summit-Partners-ICONIQ-Growth-and-Bain-Capital-Ventures-to-Power-E-Commerce-Subscriptions
remote-2022-04,remote,Remote,Apr-22,3000.0,,https://remote.com/blog/series-c
rent-the-runway-2019-03,rent-the-runway,Rent the Runway,Mar-19,1000.0,,techcrunch.com/2019/03/21/rent-the-runway-hits-a-1-billion-valuation/
replit-2025-09,replit,Replit,Sep-25,3000.0,,https://replit.com/news/funding-announcement-series-c
restore-hyper-wellness-2021-12,restore-hyper-wellness,Restore Hyper Wellness,Dec-21,500.0,,https://insider.fitt.co/restore-raises-140m-for-hyper-wellness-centers/
revolut-2024-08,revolut,Revolut,Aug-24,45000.0,,https://www.revolut.com/news/revolut-completes-secondary-share-sale/
revolut-2021-07,revolut,Revolut,Jul-21,33000.0,,https://www.revolut.com/news/revolut-raises-800m-series-e/
revolut-2023-11,revolut,Revolut,Nov-23,33000.0,,https://www.revolut.com/news/revolut-annual-report-2023/
revolut-2025-11,revolut,Revolut,Nov-25,75000.0,,https://www.revolut.com/news/revolut_completes_fundraising_process_establishing_75_billion_valuation/
rippling-2024-04,rippling,Rippling,Apr-24,13500.0,,https://techcrunch.com/2024/04/22/ripplings-parker-conrad-on-the-companys-brand-new-round-its-brand-new-sf-lease-and-also-its-brand-new-critic/
ro-2021-03,ro,Ro,Mar-21,5000.0,,https://ro.co/press/ro-raises-500-million-in-series-d-funding/
roblox-2021-01,roblox,Roblox,Jan-21,29500.0,,https://techcrunch.com/2021/01/07/robloxs-raises-at-29-5-billion-valuation-as-it-readies-for-direct-listing/
rokt-2022-12,rokt,Rokt,Dec-22,2400.0,,prnewswire.com/news-releases/rokt-announces-secondary-transaction-increasing-valuation-to-us2-4-billion-301694650.html
rokt-2025-01,rokt,Rokt,Jan-25,3500.0,,prnewswire.com/news-releases/rokt-announces-secondary-transaction-increasing-valuation-to-us3-5-billion-and-appointment-of-anita-sands-to-the-board-of-directors-302352792.html
shein-2022-04,shein,SHEIN,Apr-22,100000.0,,techcrunch.com/2022/04/04/shein-said-to-be-raising-1-billion-at-100-billion-valuation/
shein-2024-01,shein,SHEIN,Jan-24,45000.0,,technode.com/2024/01/26/sheins-valuation-drops-to-45-billion-amid-investigations-and-stalling-ipo-report/
shein-2023-05,shein,SHEIN,May-23,66000.0,,businessoffashion.com/news/retail/shein-new-funding-2023/
skims-2023-07,skims,SKIMS,Jul-23,4000.0,,news.bloomberglaw.com/private-equity/kim-kardashians-skims-raises-funds-at-4-billion-valuation
skims-2025-11,skims,SKIMS,Nov-25,5000.0,,am.gs.com/en-us/advisors/news/press-release/2025/skims
salesloft-2019-04,salesloft,Salesloft,Apr-19,600.0,,https://techcrunch.com/2019/04/25/salesloft-funding/
salesloft-2021-12,salesloft,Salesloft,Dec-21,2300.0,,https://www.salesloft.com/company/newsroom/salesloft-announces-strategic-growth-investment-from-vista-equity-partners
savage-x-fenty-2021-02,savage-x-fenty,Savage X Fenty,Feb-21,1000.0,,forbes.com/sites/maddieberg/2021/02/10/rihannas-lingerie-line-savage-x-fenty-raises-115-million-on-same-day-lvmh-announces-its-closing-her-fashion-house/
scale-ai-2025-06,scale-ai,Scale AI,Jun-25,29000.0,,https://scale.com/blog/scale-ai-announces-next-phase-of-company-evolution
scale-ai-2024-05,scale-ai,Scale AI,May-24,13800.0,,https://techcrunch.com/2024/05/21/data-labeling-startup-scale-ai-raises-1b-as-valuation-doubles-to-13-8b/
semrush-2025-11,semrush,Semrush,Nov-25,1900.0,,https://news.adobe.com/news/2025/11/adobe-to-acquire-semrush
shiprocket-2022-08,shiprocket,Shiprocket,Aug-22,1230.0,,https://yourstory.com/2022/08/funding-shiprocket-temasek-march-capital-unicorn
sierra-2026-05,sierra,Sierra,May-26,15800.0,,https://techcrunch.com/2026/05/04/sierra-raises-950m-as-the-race-to-own-enterprise-ai-gets-serious/
sierra-2025-09,sierra,Sierra,Sep-25,10000.0,,https://techcrunch.com/2025/09/04/bret-taylors-sierra-raises-350m-at-a-10b-valuation/
snyk-2022-12,snyk,Snyk,Dec-22,7400.0,,https://snyk.io/news/snyk-raises-196-5-million-series-g/
spendesk-2022-01,spendesk,Spendesk,Jan-22,1140.0,,https://www.spendesk.com/blog/spendesk-series-c/
starling-bank-2021-03,starling-bank,Starling Bank,Mar-21,1100.0,,https://www.starlingbank.com/news/starling-announces-272m-funding-round-march-2021/
stenn-2022-04,stenn,Stenn,Apr-22,900.0,LOANS_ORIGINATED,https://techcrunch.com/2022/04/11/stenn-banks-50m-on-a-900m-valuation-for-a-platform-to-finance-smbs-that-trade-internationally/
stockx-2021-04,stockx,StockX,Apr-21,3800.0,"2020 GMV of $1.8 billion, company release 8-Apr-2021",https://www.prnewswire.com/news-releases/stockx-valuation-surges-to-3-8-billion-with-255-million-financing-301264729.html
strava-2025-05,strava,Strava,May-25,2200.0,,https://www.techmeme.com/250522/h1115
stripe-2024-02,stripe,Stripe,Feb-24,65000.0,,https://techcrunch.com/2024/02/28/fintech-giant-stripe-valuation-spikes-65b-employee-stock-sale/
stripe-2025-02,stripe,Stripe,Feb-25,91500.0,,https://stripe.com/newsroom/news/2025-employee-tender
stripe-2023-03,stripe,Stripe,Mar-23,50000.0,,https://techcrunch.com/2023/03/15/stripe-raises-6-5b-at-a-50b-valuation/
sumup-2023-12,sumup,SumUp,Dec-23,8500.0,,https://techcrunch.com/2023/12/10/sumup-taps-e285m-more-in-growth-funding-to-weather-the-fintech-storm/
sumup-2022-06,sumup,SumUp,Jun-22,8500.0,,https://sumup.com/press/sumup-raises-eur590m/
supabase-2025-10,supabase,Supabase,Oct-25,5100.0,,https://supabase.com/blog/series-e
tabby-2025-02,tabby,Tabby,Feb-25,3300.0,ANNUALISED TRANSACTION VOLUME,https://tabby.ai/en-AE/newsroom/series-e-funding
tabby-2023-11,tabby,Tabby,Nov-23,1500.0,ANNUALISED TRANSACTION VOLUME,https://tabby.ai/en-AE/newsroom/series-d
tala-2019-08,tala,Tala,Aug-19,800.0,LOANS_ORIGINATED,https://tala.co/blog/2019/08/21/tala-raises-110m-series-d-to-accelerate-financial-agency-for-all/
tala-2021-10,tala,Tala,Oct-21,800.0,LOANS_ORIGINATED,https://tala.co/tala-series-e/
the-zebra-2021-04,the-zebra,The Zebra,Apr-21,1000.0,,https://techcrunch.com/2021/04/12/austins-newest-unicorn-insurtech-the-zebra-raises-150m-after-doubling-revenue-in-2020/
thirty-madison-2021-06,thirty-madison,Thirty Madison,Jun-21,1000.0,,https://www.bloomberg.com/news/articles/2021-06-02/thirty-madison-vaults-to-unicorn-status-raises-140-million
thrasio-2020-07,thrasio,Thrasio,Jul-20,1260.0,,prnewswire.com/news-releases/thrasio-reaches-1b-valuation-sets-new-us-speed-record-for-unicorns-301093829.html
thrasio-2021-10,thrasio,Thrasio,Oct-21,,,prnewswire.com/news-releases/silver-lake-leads-thrasios-1-billion-series-d-financing-alongside-advent-international-upper90-and-peak6-301407213.html
tipalti-2021-12,tipalti,Tipalti,Dec-21,8300.0,PAYMENT_VOLUME,https://tipalti.com/newsroom/tipalti-raises-270-million-in-series-f-funding-at-8-3-billion-valuation/
travelperk-2024-01,travelperk,TravelPerk,Jan-24,1400.0,,https://www.businesswire.com/news/home/20240122614068/en/TravelPerk-Secures-over-100m-in-Funding-Led-by-SoftBank-Vision-Fund-2-to-Expand-Hyper-Growth-Business-Travel-Platform
trendyol-2021-08,trendyol,Trendyol,Aug-21,16500.0,projected FY2021 GMV,techcrunch.com/2021/08/09/turkeys-first-decacorn-trendyol-raises-1-5b-at-a-16-5b-valuation
turing-2025-03,turing,Turing,Mar-25,2200.0,,https://www.businesswire.com/news/home/20250306942806/en/Turing-Gears-Up-to-Power-Next-Wave-of-AGI-with-$111-Million-in-Series-E
upgrade-2021-08,upgrade,Upgrade,Aug-21,3430.0,,https://www.prnewswire.com/news-releases/upgrade-closes-105-million-series-e-round-at-3-325-billion-valuation-301352490.html
upgrade-2021-11,upgrade,Upgrade,Nov-21,6280.0,FY CREDIT DELIVERED / ORIGINATIONS,https://techcrunch.com/2021/11/16/credit-focused-company-upgrade-raises-280-million-at-6-billion-valuation/
vanta-2024-07,vanta,Vanta,Jul-24,2450.0,,https://www.vanta.com/resources/vanta-announces-series-c
vedantu-2021-09,vedantu,Vedantu,Sep-21,1000.0,,https://economictimes.indiatimes.com/tech/startups/vedantu-joins-unicorn-club-after-100-million-funding-from-temasek-backed-abc-world-
VEGROW-2023-12,vegrow,Vegrow,Dec-23,290.0,,https://economictimes.indiatimes.com/tech/funding/agritech-startup-vegrow-raises-46-million-in-funding-led-by-gic/articleshow/105951896.cms
vercel-2024-05,vercel,Vercel,May-24,3250.0,,https://www.streetinsider.com/Reuters/Exclusive-Vercel+completes+$250+million+Series+E+round+at+$3.25+billion+valuation/23238755.html
vestiaire-2021-09,vestiaire,Vestiaire Collective,Sep-21,1700.0,,generationim.com/our-thinking/news/vestiaire-collective-continues-accelerating-and-announces-a-new-178-million-us-210-million-fundraising-backed-by-softbank-vision-fund-2-and-generation-investment-management/
vinted-2026-04,vinted,Vinted,Apr-26,8000.0,,company.vinted.com/newsroom/financial-results-2025
vinted-2021-05,vinted,Vinted,May-21,3750.0,,techcrunch.com/2021/05/11/vinted-raises-303m-for-its-2nd-hand-clothes-marketplace-used-by-45m-and-now-valued-at-4-5b/
vinted-2024-10,vinted,Vinted,Oct-24,5000.0,,company.vinted.com/newsroom/secondary-investment
virta-health-2021-04,virta-health,Virta Health,Apr-21,2000.0,,https://www.virtahealth.com/press/diabetes-reversal-leader-virta-health-raises-133m-series-e-to-take-type-2-diabetes-reversal-mainstream
voodoo-2021-08,voodoo,Voodoo,Aug-21,1700.0,,https://www.marketscreener.com/quote/stock/GROUPE-BRUXELLES-LAMBERT--5953/news/Groupe-Bruxelles-Lambert-GBL-increases-its-digital-exposure-by-acquiring-a-stake-in-Voodoo-a-glob-36022576/
vuori-2024-11,vuori,Vuori,Nov-24,5500.0,,businesswire.com/news/home/20241108508233/en/Vuori-Announces-%24825-Million-Investment-Led-by-General-Atlantic-and-Stripes
vuori-2021-10,vuori,Vuori,Oct-21,4000.0,,businesswire.com/news/home/20211013005305/en/Vuori-Receives-$400-Million-Investment-and-$4B-Valuation-from-SoftBank-Vision-Fund-2
whoop-2026-03,whoop,WHOOP,Mar-26,10100.0,,https://techcrunch.com/2026/03/31/whoop-valuation-10b-series-g-fundraise/
waycool-foods-2022-06,waycool-foods,WayCool Foods,Jun-22,700.0,,https://www.livemint.com/companies/news/waycool-asks-for-more-time-to-repay-debt-as-it-looks-to-turn-a-profit-11712665644455.html
wayflyer-2022-02,wayflyer,Wayflyer,Feb-22,1600.0,CUSTOMER FUNDING ADVANCED / ORIGINATIONS,https://www.irishtimes.com/business/technology/wayflyer-in-no-rush-to-float-after-becoming-tech-unicorn-1.4790911
wefox-2022-07,wefox,Wefox,Jul-22,4500.0,,https://www.wefox.com/en-de/newsroom/wefox-raises-400m-series-d
weights-biases-2025-03,weights-and-biases,Weights & Biases,Mar-25,1029.3,,https://investors.coreweave.com/news/news-details/2025/CoreWeave-Completes-Acquisition-of-Weights--Biases/default.aspx
whatnot-2026-08,whatnot,Whatnot,Aug-26,20000.0,FY2025 live sales (GMV),blog.teamwhatnot.com/unitedstates/seriesg
whatnot-2025-01,whatnot,Whatnot,Jan-25,4970.0,GMV,https://techcrunch.com/2025/01/08/livestream-shopping-app-whatnot-raises-265m-pinning-valuation-at-nearly-5b/
whatnot-2022-07,whatnot,Whatnot,Jul-22,3700.0,,techcrunch.com/2022/07/21/whatnot-valuation-livestream-shopping/
whatnot-2025-10,whatnot,Whatnot,Oct-25,11500.0,"2025 year-to-date live sales (GMV), partial period",news.crunchbase.com/venture/ecommerce-unicorn-whatnot-raises-seriesf/
wiz-2026-03,wiz,Wiz,Mar-26,32000.0,,blog.google/inside-google/company-announcements/google-completes-acquisition-wiz/
wiz-2024-05,wiz,Wiz,May-24,12000.0,,https://www.wiz.io/blog/celebrating-our-1-billion-funding-round-and-12-billion-valuation
wolt-2021-11,wolt,Wolt,Nov-21,8100.0,,https://ir.doordash.com/news/news-details/2021/DoorDash-Joins-Forces-with-Wolt/default.aspx
writer-2024-11,writer,Writer,Nov-24,1900.0,,https://writer.com/blog/series-c-funding-writer-press-release/
writer-2023-09,writer,Writer,Sep-23,750.0,,https://writer.com/blog/series-b-funding-writer/
xpansiv-2022-07,xpansiv,Xpansiv,Jul-22,1400.0,THROUGHPUT,https://www.xpansiv.com/press/xpansivs-cbl-sees-near-tripling-in-carbon-trade-in-2021
xpressbees-2022-02,xpressbees,Xpressbees,Feb-22,1200.0,,https://entrackr.com/2022/02/xpressbees-enters-unicorn-club-after-300-mn-series-f-round/
yotpo-2021-03,yotpo,Yotpo,Mar-21,1400.0,,prnewswire.com/news-releases/yotpo-raises-230-million-to-deliver-its-ecommerce-marketing-platform-giving-brands-maximum-marketing-firepower-in-an-ecommerce-first-world-301250042.html
zepz-2021-08,zepz,Zepz,Aug-21,5000.0,,https://www.businesswire.com/news/home/20210822005041/en/
zepz-2024-10,zepz,Zepz,Oct-24,3000.0,,https://news.bloomberglaw.com/private-equity/accel-tcv-and-world-bank-support-zepzs-267-million-fundraise
zilch-2021-11,zilch,Zilch,Nov-21,2000.0,,https://www.zilch.com/news/zilch-becomes-fastest-growing-unicorn-bnpl-in-europe/
zopa-2021-10,zopa,Zopa,Oct-21,1030.0,,https://techcrunch.com/2021/10/18/zopa-raises-300m-at-a-1b-valuation-to-expand-its-p2p-lending-and-savings-neobank-in-the-uk
dlocal-2021-04,dlocal,dLocal,Apr-21,5000.0,,https://techcrunch.com/2021/04/02/uruguayan-payments-startup-dlocal-quadruples-valuation-to-5b-with-150m-raise/
dbt-labs-2022-02,dbt-labs,dbt Labs,Feb-22,4200.0,,https://www.getdbt.com/blog/series-d
upgrad-2021-08,upgrad,upGrad,Aug-21,1200.0,,https://techcrunch.com/2021/08/09/india-upgrad-enters-unicorn-club-with-185-million-fundraise/
wefox-2021-05,wefox,wefox,May-21,3000.0,,https://techcrunch.com/2021/05/31/european-insurtech-startup-wefox-grabs-650-million-at-3-billion-valuation/
