# USER-COUNT SWEEP, WAVE 3. 3-Sep-2026. The rest of the 290 private rounds.
# Daniil: "check thoroughly the existing database of 290 private rounds, checking for each if the
# number of users / subscribers / members was quoted at the announcement and calculating the
# respective EV / subscribers multiple for each row where available."
#
# WHAT THIS WAVE COVERED, AND WHY IT IS 224 AND NOT 58. Waves 1 and 2 recorded only the URLs that
# produced a finding, never which URLs were read, so the claim that 159 of 217 had been read could
# not be reproduced from any file in the repo and the 58 said to remain could not be named. Under
# D12, a set that cannot name what fell out of it is not a set you may act on, so wave 3 re-read
# every one of the 224 rounds carrying no finding. Where waves 1 and 2 had already read a page and
# found nothing, this wave read it again and recorded that nothing is there, which is the point.
# The companion file 2026-09-03_user-counts-sweep-wave3-readlog.csv carries a verdict for all 224.
#
# ALSO CORRECTED: the targets file was described as having 241 URLs with 49 rounds carrying none.
# All 290 carry one. The 49 are the same kind of link with the scheme missing, so they were read
# with https:// prepended rather than sourced again. The targets file itself was not edited.
#
# METHOD. Eight agents read 223 distinct URLs, each told to report only what appears on the page it
# fetched, to quote verbatim, to report every countable figure and not just the first, to take only
# the subject company's own counts, and to prefer the company's own release over trade coverage.
# 62 URLs came back dead. Daniil, 3-Sep: "Announcement URL could not be read - check it
# independently then." Three further agents re-read those 62 against a working page for the SAME
# round, found through the company's own release at its new path, a syndicated copy, or trade
# coverage of that round. 60 of the 62 were recovered. The url column of the read log records the
# page actually read, never the dead one.
#
# THE KIND IS THE WHOLE POINT, per Daniil's correction of the same day: "they do not necessarily
# NEED to be paying, but if they are, we need to make the respective note of it." The count is kept
# whatever it counts, metric_kind records WHICH THING was counted, and a range may only ever be
# built inside one kind. is_paying records whether the payer is the counted party.
#
# SIXTEEN FIGURES WERE RE-KINDED TO OTHER so they stay on the record but can never become a
# denominator. Each is a real verbatim quote that is not the round's customer count:
#   penetration statistics   Klarna "30 of the top 100 US retailers", Klarna "24 of the top 100"
#   threshold subsets        Klaviyo 1,458 above $50k ARR, Ramp 2,200 above $100k,
#                            Databricks 300 above $1m run-rate
#   a prior round's figure   Gorgias 4,500 stores, stated on the page as the Series B number
#   flows, not stocks        Pipe 1,000 signups since March, Deel 1,800 as the April 2021 endpoint
#   named sub-segments       Canva 600,000 nonprofits and 60m students and teachers,
#                            Monzo 400,000 business clients against 9m retail customers,
#                            Octopus 25,000 business-division customers against 2.5m customers,
#                            MoonPay 250 wallets and apps powered against 7m customers
#   stale about-boilerplate  Miro 25m users and 100,000 client orgs, both contradicted by the body
#                            of the same release, which says 30m and 130,000
#   contradicted on the page Contentsquare "over one million customers" against the 1,000 enterprise
#                            customers stated in the same release
# Without these the loader's rank would have priced Canva per nonprofit, Monzo per business client
# and Octopus per business-division account, none of which is what those companies sell.
#
# Where one page gives two counts of ONE kind, the base figure is written first and the loader takes
# the first at the best rank. Octopus Sep-21 keeps 2.5m at 24 September, not the 3.1m it reached the
# day after by taking on Avro's book. Klarna keeps the global merchant and user counts, not the US
# ones. Faire keeps the 300,000 retailers of its own release over the looser 350,000.
#
# Two rounds could not be reached even after the recovery pass, and both look mis-dated at source
# rather than merely unlinked: Checkout.com Dec-23 (no Checkout.com round exists in December 2023;
# the $11bn internal cut was Dec 2022 and the $12bn buyback Sept 2025) and Revolut Nov-23 (the
# stored URL is an annual-report page, not a round; Revolut has no November 2023 funding event).
company,round,count,metric_kind,is_paying,as_worded_on_the_page
Rokt,Jan-25,400000000,OTHER_CUSTOMERS_REACHED,NO,"will power more than 6.5 billion transactions connecting 400 million customers across the world's leading companies, including Live Nation, Macy's, AMC Theatres, PayPal, Uber, Hulu, Staples, Albertsons and HelloFresh."
Tala,Aug-19,4000000,BORROWERS,YES,lending over $1 billion dollars to more than four million customers across three continents
Tala,Aug-19,40000,OTHER_PICKUP_POINTS,NO,"Customers can now receive and pay back their loans at over 40,000 pickup points"
Trendyol,Aug-21,30000000,CUSTOMERS,UNKNOWN,serving more than 30 million shoppers
Trendyol,Aug-21,1000000,OTHER_PACKAGES_PER_DAY,NO,delivering more than 1 million packages per day
Vinted,May-21,45000000,REGISTERED_USERS,UNKNOWN,Vinted currently has some 45 million users
Wayflyer,Feb-22,800,BUSINESS_CUSTOMERS,YES,has more than 800 customers across 11 countries
Airwallex,Nov-21,1000,OTHER_EMPLOYEES,NO,"the business operates with a team of over 1,000 employees across 19 locations globally"
Airwallex,Nov-21,19,OTHER_LOCATIONS,UNKNOWN,"over 1,000 employees across 19 locations globally"
Airwallex,Nov-21,200,OTHER_HIRES,NO,The company also made more than 200 additional hires
Better.com,May-21,47,OTHER_STATES_LICENSED,UNKNOWN,Currently licensed to operate in 47 states and the District of Columbia
Canva,Apr-24,185000000,ACTIVE_USERS,UNKNOWN,"With 185 million active users, a $26 billion valuation and annual recurring revenue of about $2.3 billion"
Canva,Apr-24,600000,OTHER_NONPROFITS,UNKNOWN,"The company says it works with more than 600,000 nonprofits and 60 million students and teachers."
Canva,Apr-24,60000000,OTHER_STUDENTS_AND_TEACHERS,UNKNOWN,"works with more than 600,000 nonprofits and 60 million students and teachers"
Canva,Apr-24,6500000000,OTHER_USES,UNKNOWN,Canva claimed its own Magic Studio AI tools have been used 6.5 billion times since their October launch
Canva,Apr-24,2000000,OTHER_EVENT_ATTENDEES,UNKNOWN,"attended, the company claimed, by 2 million users online"
Clearco,Apr-21,4500,BUSINESS_CUSTOMERS,UNKNOWN,"Clearco has financed over 4,500 companies to date"
Factorial,Oct-22,7000,BUSINESS_CUSTOMERS,UNKNOWN,"We went from 70 clients to 7,000 throughout nine markets worldwide."
Factorial,Oct-22,9,OTHER_MARKETS,UNKNOWN,"7,000 throughout nine markets worldwide"
Factorial,Oct-22,800,OTHER_EMPLOYEES,NO,There are now over 800 people working every day to make this revolution a reality.
Gopuff,Jul-21,450,OTHER_SITES,UNKNOWN,It currently operates 450 sites across North America and the U.K.
Gopuff,Jul-21,285,OTHER_DARK_STORES,UNKNOWN,"which includes more than 285 dark stores (or micro-fulfillment centers, in Gopuff's words)"
Gopuff,Jul-21,185,OTHER_RETAILERS,UNKNOWN,plus more than 185 retailers by way of its acquisition of BevMo earlier this year.
Huntress,Jun-24,277000,BUSINESS_CUSTOMERS,UNKNOWN,Partnering with 277k+ organizations like yours for enterprise-grade protection.
Huntress,Jun-24,3500000,OTHER_ENDPOINTS_AND_IDENTITIES,UNKNOWN,nearly 3.5 million endpoints and identities protected
Huntress,Jun-24,5000000,OTHER_ENDPOINTS,UNKNOWN,Currently safeguarding more than 5 million endpoints and 15 million identities
Huntress,Jun-24,15000000,OTHER_IDENTITIES,UNKNOWN,more than 5 million endpoints and 15 million identities
Lovable,Dec-25,100000,OTHER_PROJECTS_PER_DAY,UNKNOWN,"100,000+ new projects built on Lovable every day"
Lovable,Dec-25,25000000,OTHER_PROJECTS,UNKNOWN,25 million+ total projects created in our first year
Lovable,Dec-25,500000000,OTHER_VISITS,UNKNOWN,Half a billion visits to Lovable-built websites and apps in the last six months
Lovable,Dec-25,6000000,OTHER_DAILY_VISITS,UNKNOWN,6 million+ daily visits to Lovable-built sites and apps (200 million+ monthly)
Lovable,Dec-25,200000000,OTHER_MONTHLY_VISITS,UNKNOWN,6 million+ daily visits to Lovable-built sites and apps (200 million+ monthly)
Rent the Runway,Mar-19,5,OTHER_STORES,UNKNOWN,marking the company's fifth standalone brick and mortar space
Tala,Oct-21,6000000,BORROWERS,YES,Tala has delivered more than $2.7 billion in credit to more than 6 million customers
Tala,Oct-21,12000,OTHER_DAILY_SIGNUPS,UNKNOWN,"Every day, more than 12,000 new users globally sign up for Tala's services."
Vinted,Oct-24,10,OTHER_COUNTRIES,UNKNOWN,This feature is now live in 10 countries.
Wolt,Nov-21,4000,OTHER_EMPLOYEES,NO,"Wolt's team of over 4,000 employees operates a leading local commerce platform across 23 countries."
Wolt,Nov-21,23,OTHER_COUNTRIES,UNKNOWN,a leading local commerce platform across 23 countries
upGrad,Aug-21,1000000,REGISTERED_USERS,UNKNOWN,More than a million users from over four dozen nations have accessed the platform's courses
upGrad,Aug-21,62000,CUSTOMERS,YES,"On its website, UpGrad says it has over 62,000 paid students."
upGrad,Aug-21,100,OTHER_COURSES,UNKNOWN,"offers students over 100 courses in data science, machine learning, artificial intelligence, blockchain, finance, programming and law"
Clearco,Jul-21,5500,BORROWERS,YES,"To date, Clearco has put more than $2.5 billion in over 5,500 companies."
Creditas,Jul-22,4000,OTHER_EMPLOYEES,NO,"it employs 4,000 people in Sao Paulo, Curitiba, Porto Alegre, Recife, Valencia (Spain), and Mexico City."
Creditas,Jul-22,16,OTHER_INSURANCE_CARRIERS,UNKNOWN,"the largest independent insurance broker in Brazil providing auto, residential and employment insurance in partnership with more than 16 carriers."
Faire,Nov-21,300000,BUSINESS_CUSTOMERS,UNKNOWN,"Faire now serves 300,000 retailers across North America and Europe, as well as 40,000 brands from over 80 countries."
Faire,Nov-21,40000,MERCHANTS,UNKNOWN,"Faire now serves 300,000 retailers across North America and Europe, as well as 40,000 brands from over 80 countries."
Faire,Nov-21,350000,BUSINESS_CUSTOMERS,UNKNOWN,"connecting nearly 350,000 retail entrepreneurs around the world"
Faire,Nov-21,700,OTHER_EMPLOYEES,NO,"Faire's world-class team has more than doubled over the past year, now representing a team of roughly 700"
Faire,Nov-21,10,OTHER_OFFICES,NO,"located across 10 global offices in the United States, Canada, the United Kingdom, the Netherlands, and Brazil"
Faire,Nov-21,160000,OTHER_ORDERS,UNKNOWN,"Enabled over 160,000 orders between North American and European businesses, and over 2 million total connections between businesses on the platform."
Faire,Nov-21,2000000,OTHER_CONNECTIONS,UNKNOWN,over 2 million total connections between businesses on the platform.
Faire,Nov-21,125000000,OTHER_PRODUCTS_SOLD,UNKNOWN,"Faire has sold over 125 million products in the last year, recording an average of over $10 million in sales per day during peak buying events."
Faire,Nov-21,400000,OTHER_PRODUCTS_LISTED,UNKNOWN,"culminating in access to over 400,000 unique products"
Flo Health,Sep-21,200000000,OTHER_DOWNLOADS,UNKNOWN,"Over 200 million people have downloaded Flo, and 43 million people use it on a monthly basis."
Flo Health,Sep-21,200000000,REGISTERED_USERS,UNKNOWN,"With a community of over 200 million users, coming from all corners of the world, Flo has gained significant traction."
Flo Health,Sep-21,43000000,ACTIVE_USERS,UNKNOWN,"Over 200 million people have downloaded Flo, and 43 million people use it on a monthly basis."
Flo Health,Sep-21,1500000,PAYING_SUBSCRIBERS,UNKNOWN,the app has increased its active subscribers' base 4 times reaching 1.5M in August 2021.
Flo Health,Sep-21,350,OTHER_EMPLOYEES,NO,"the employee base has more than doubled in the last two years to 350, with the growth trend set to continue."
Flo Health,Sep-21,100,OTHER_MEDICAL_EXPERTS,NO,"With over 100+ medical experts, Flo supports women during their entire reproductive lives."
Flo Health,Sep-21,1000000000,OTHER_CYCLES_TRACKED,UNKNOWN,Over 1 billion menstrual cycles have been tracked within the app.
Flo Health,Sep-21,27700000,OTHER_PREGNANCIES,UNKNOWN,"To date, 27.7 million women got pregnant while using Flo."
Gorgias,Aug-22,10000,BUSINESS_CUSTOMERS,UNKNOWN,"Today, the six-year-old company is working with more than 10,000 online stores, including Princess Polly, Steve Madden, Olipop and Marine Layer"
Gorgias,Aug-22,4500,OTHER_STORES_AT_PRIOR_ROUND,UNKNOWN,"At the time of the Series B, it was supporting more than 4,500 stores with its technology"
Gorgias,Aug-22,245,OTHER_EMPLOYEES,NO,"It also has grown to 245 employees across offices in San Francisco, Paris, Toronto, New York City, Sydney, Belgrade and Charlotte."
Incredible Health,Aug-22,180,OTHER_EMPLOYEES,NO,The company has also expanded its workforce to 180 employees.
Kriya,Oct-25,27,OTHER_EMPLOYEES,NO,including 27 who joined us as part of our acquisition of Kriya
MNT-Halan,Feb-23,1300000,ACTIVE_USERS,UNKNOWN,"With 1.3 million monthly active users, MNT-Halan serves more than 5 million customers in Egypt, of which 3.5 million are financial clients and over 2 million are borrowers."
MNT-Halan,Feb-23,5000000,CUSTOMERS,UNKNOWN,MNT-Halan serves more than 5 million customers in Egypt
MNT-Halan,Feb-23,3500000,CUSTOMERS,UNKNOWN,of which 3.5 million are financial clients
MNT-Halan,Feb-23,2000000,BORROWERS,YES,over 2 million are borrowers
MNT-Halan,Feb-23,246000,OTHER_CONTRACTS,UNKNOWN,"consisting of 246,000 contracts and a robust cash pay-back ability"
Mews,Jan-26,15000,CUSTOMERS,YES,"Powering 15,000 customers across 85 countries"
Mews,Jan-26,132000,ACTIVE_USERS,UNKNOWN,"A customer base of 15,000, with 132,000+ monthly active hoteliers in 85 countries"
Mews,Jan-26,42300000,OTHER_RESERVATIONS,UNKNOWN,"42.3 million checked-in reservations, of which 3.2 million via Mews Kiosk"
Mews,Jan-26,3200000,OTHER_KIOSK_RESERVATIONS,UNKNOWN,"42.3 million checked-in reservations, of which 3.2 million via Mews Kiosk"
Mews,Jan-26,2000000,OTHER_NON_ROOM_RESERVATIONS,UNKNOWN,powered over two million non-room reservations
Pipe,May-21,4000,BUSINESS_CUSTOMERS,UNKNOWN,"More than 4,000 companies have signed up on the Pipe trading platform since its public launch in June 2020"
Pipe,May-21,1000,OTHER_SIGNUPS_SINCE_MARCH_ROUND,UNKNOWN,"just over 1,000 of those signing up since its March raise"
Pipe,May-21,34,OTHER_EMPLOYEES,NO,has a current headcount of 34
Pipe,May-21,4000,BUSINESS_CUSTOMERS,UNKNOWN,"Over 4,000 companies have signed up on the Pipe trading platform"
The Zebra,Apr-21,325,OTHER_EMPLOYEES,NO,"increased its headcount to over 325, compared to about 200 in early 2020"
The Zebra,Apr-21,200,OTHER_EMPLOYEES,NO,compared to about 200 in early 2020
The Zebra,Apr-21,325,OTHER_EMPLOYEES,NO,from approximately 200 to more than 325 employees
The Zebra,Apr-21,200,OTHER_EMPLOYEES,NO,from approximately 200 to more than 325 employees
Virta Health,Apr-21,100,BUSINESS_CUSTOMERS,UNKNOWN,"Virta works with over 100 organizations, and treats patients in all 50 states."
wefox,May-21,700,OTHER_AGENTS,NO,Wefox has 700 agents selling Wefox products exclusively.
wefox,May-21,5000,OTHER_BROKERS,NO,"It also partners with associate brokers - around 5,000 can distribute Wefox products."
Doctolib,Mar-22,60000000,REGISTERED_USERS,UNKNOWN,"60 million people have used it in France, Germany and Italy."
Doctolib,Mar-22,300000,BUSINESS_CUSTOMERS,UNKNOWN,"Overall, 300,000 healthcare workers are using Doctolib - not all of them pay for a monthly subscription."
Doctolib,Mar-22,250,OTHER_HOSPITALS,UNKNOWN,The startup also works with 250 public hospitals.
GOAT Group,Jun-21,30000000,MEMBERS,UNKNOWN,delivering products to over 30 million members across 170 countries
GOAT Group,Jun-21,600000,MERCHANTS,UNKNOWN,"To provide a trusted end-to-end experience to its 30 million members and 600,000 sellers"
GOAT Group,Jun-21,13,OTHER_FACILITIES,UNKNOWN,"increase its global footprint of 13 facilities with the addition of Chicago, China, Japan and Singapore"
Gorillas,Oct-21,4500000,OTHER_ORDERS,UNKNOWN,opening 140 warehouses and delivering over 4.5 million orders in the past six months alone.
Gorillas,Oct-21,140,OTHER_WAREHOUSES_OPENED,UNKNOWN,opening 140 warehouses and delivering over 4.5 million orders in the past six months alone.
Gorillas,Oct-21,180,OTHER_WAREHOUSES,UNKNOWN,Gorillas has grown rapidly to operate over 180 warehouses in 9 international markets
Gorillas,Oct-21,2000,OTHER_ITEMS,UNKNOWN,"Users of the app benefit from access to more than 2,000 essential items at retail prices"
Invisible Technologies,Sep-25,44000,OTHER_NEWSLETTER_SUBSCRIBERS,UNKNOWN,"Invisible's newsletter: join +44,000 decision-makers for curated intelligence"
LangChain,Oct-25,90000000,OTHER_DOWNLOADS,UNKNOWN,"Today, langchain and langgraph have a combined 90M monthly downloads, and 35 percent of the Fortune 500 use our services."
Mews,Mar-24,5000,CUSTOMERS,UNKNOWN,"Powering 5,000 customers across more than 85 countries"
Mews,Mar-24,350000,OTHER_HOSPITALITY_SPACES,UNKNOWN,"over 350,000 hospitality spaces are managed via Mews across 5,000 customers worldwide"
Mews,Mar-24,16000000,OTHER_CHECK_INS,UNKNOWN,Over 16 million annual check-ins at hotels worldwide
Mews,Mar-24,1000,OTHER_INTEGRATIONS,UNKNOWN,"Over 1,000 integrations with hospitality's best technology in its marketplace"
Packable,Sep-21,75000000,OTHER_TRANSACTIONS,UNKNOWN,with approximately 75 million customer transactions to-date
Packable,Sep-21,7,OTHER_MARKETPLACES,UNKNOWN,across 7 online marketplaces in North America
Ramp,Jul-25,40000,BUSINESS_CUSTOMERS,UNKNOWN,"Serves more than 40,000 companies, including CBRE, Shopify, Anduril, Notion, Cursor, Vercel, Barry's, and the University of Tennessee Athletics Foundation."
Stripe,Mar-23,100,OTHER_BILLION_DOLLAR_BUSINESSES,UNKNOWN,One hundred businesses now handle more than $1 billion on Stripe every year
Voodoo,Aug-21,5000000000,OTHER_DOWNLOADS,UNKNOWN,with more than 5 billion downloads and 300 million active users monthly
Voodoo,Aug-21,300000000,ACTIVE_USERS,NO,its 300 million monthly active users and 230+ mobile games available in free access on the Apple Store and Google Play
Voodoo,Aug-21,600000000,OTHER_GAME_DOWNLOADS,UNKNOWN,"Voodoo has published hits including Helix Jump and Aquapark, with approximately 600 million and 300 million downloads, respectively."
Voodoo,Aug-21,300000000,OTHER_GAME_DOWNLOADS,UNKNOWN,"Voodoo has published hits including Helix Jump and Aquapark, with approximately 600 million and 300 million downloads, respectively."
Voodoo,Aug-21,230,OTHER_GAMES,UNKNOWN,230+ mobile games available in free access on the Apple Store and Google Play
Voodoo,Aug-21,2000,OTHER_PARTNER_STUDIOS,UNKNOWN,"The company develops and publishes Hypercasual mobile games in partnership with over 2,000 studios worldwide."
Whatnot,Aug-26,650000,OTHER_WEEKLY_NEW_USERS,UNKNOWN,"more than 650,000 people are joining Whatnot every week"
Writer,Sep-23,50,OTHER_CUSTOMERS_IN_STUDY,UNKNOWN,"In a study of over 50 enterprise customers, WRITER was found to return an average of 7.5 hours of productivity per employee per week."
1Password,Jan-22,100000,BUSINESS_CUSTOMERS,YES,"Growing its business customer base to more than 100,000 companies, adding notable new customers include Datadog, Intercom, PGA, Snowflake, and Wealthsimple."
1Password,Jan-22,100000,BUSINESS_CUSTOMERS,YES,"The company's password management and credentials security platform is trusted by over 100,000 businesses, including IBM, Slack, Snowflake, Shopify, and Under Armour."
1Password,Jan-22,570,OTHER_EMPLOYEES,NO,Growing its team by over 300% to 570 employees.
Blockchain.com,Mar-22,37000000,REGISTERED_USERS,UNKNOWN,37 million verified users globally
Blockchain.com,Mar-22,82000000,OTHER_WALLETS_CREATED,UNKNOWN,82 million wallets created
Contentsquare,Jul-22,1000000,OTHER_ONE_MILLION_CUSTOMERS_CONTRADICTED_ON_SAME_PAGE,UNKNOWN,"with over one million customers worldwide across all verticals: retail, luxury, entertainment, telco, travel, automotive, B2B and finance."
Contentsquare,Jul-22,1000,BUSINESS_CUSTOMERS,YES,"Contentsquare now serves 1,000 enterprise customers, including 30% of the Global Fortune 100."
Contentsquare,Jul-22,30,OTHER_GLOBAL_FORTUNE_100_COMPANIES,YES,"Contentsquare now serves 1,000 enterprise customers, including 30% of the Global Fortune 100."
Contentsquare,Jul-22,1500,OTHER_EMPLOYEES,NO,"with a team of 1,500 - including 430 in R&D - and 17 offices around the world"
Contentsquare,Jul-22,430,OTHER_R_AND_D_EMPLOYEES,NO,"with a team of 1,500 - including 430 in R&D - and 17 offices around the world"
Contentsquare,Jul-22,17,OTHER_OFFICES,NO,"with a team of 1,500 - including 430 in R&D - and 17 offices around the world"
Contentsquare,Jul-22,1000000,OTHER_WEBSITES,NO,Its insights power the customer experience on over 1 million websites worldwide.
Contentsquare,Jul-22,3200000000000,OTHER_CUSTOMER_INTERACTIONS_MONTHLY,NO,"by analyzing 3,200 billion customer interactions monthly and $2.5 billion in transactions daily"
Deel,May-22,4500,CUSTOMERS,YES,"From April to October 2021 alone, Deel said it saw its global customer base jump from 1,800 to over 4,500."
Deel,May-22,1800,OTHER_CUSTOMERS_AT_APRIL_2021,YES,"From April to October 2021 alone, Deel said it saw its global customer base jump from 1,800 to over 4,500."
Fabric,Feb-22,28,OTHER_GARTNER_PEER_INSIGHTS_REVIEWERS,YES,The 28 customers who participated in the survey said:
GoCardless,Feb-22,100000,MERCHANTS,YES,"Over 100,000 businesses use GoCardless to get paid on time."
Mambu,Dec-21,200,BUSINESS_CUSTOMERS,YES,"over 200 customers and over 50 million end users across Europe, North America, Asia Pacific, the Middle East, and Latin America"
Mambu,Dec-21,50000000,OTHER_END_USERS,NO,"Mambu counts banks, lenders, fintechs and financial institutions as its customers, with over 50 million end users leveraging Mambu's technology every day."
Mambu,Dec-21,40,OTHER_CUSTOMERS_SIGNED_IN_2021,YES,The company has signed over 40 customers in 2021 to date
Mambu,Dec-21,800,OTHER_EMPLOYEES,NO,"With 800 employees globally, Mambu continues to invest in its people and the community"
Mollie,Jun-21,120000,MERCHANTS,YES,"Today, it serves more than 120,000 monthly active merchants of all sizes across the continent."
Mollie,Jun-21,480,OTHER_EMPLOYEES,NO,"Today, Mollie has around 480 employees and plans to hire 300 new team members in the next six-to-nine months."
Mollie,Jun-21,300,OTHER_PLANNED_NEW_HIRES,NO,"Today, Mollie has around 480 employees and plans to hire 300 new team members in the next six-to-nine months."
N26,Oct-21,7000000,CUSTOMERS,UNKNOWN,"With more than 7 million customers in 25 countries, N26 is on track to process over $90 billion in transaction volume in 2021 alone"
N26,Oct-21,25,OTHER_COUNTRIES,NO,"With more than 7 million customers in 25 countries, N26 is on track to process over $90 billion in transaction volume in 2021 alone"
N26,Oct-21,1500,OTHER_EMPLOYEES,NO,"currently has a 1,500-strong team of more than 90 nationalities"
N26,Oct-21,1000,OTHER_PLANNED_NEW_HIRES,NO,"N26 will also scale its global team further, and aims to bring on board 1,000 new team members in the coming years"
N26,Oct-21,24,OTHER_MARKETS,NO,"It offers simple, secure and customer-friendly mobile banking to millions of customers in 24 markets across Europe"
Pleo,Dec-21,40000,CUSTOMERS,YES,"And a big thank you to our 40,000+ customers"
Pleo,Dec-21,25000,BUSINESS_CUSTOMERS,YES,"We were impressed by how Pleo has already redefined the way that over 25,000 companies think about managing their expenses, saving them time and lowering costs while increasing transparency"
Pleo,Dec-21,1000,OTHER_MONTHLY_CUSTOMER_SIGNUPS,YES,"Since July, we've had up to 1,000 customers signing up every month."
Pleo,Dec-21,400,OTHER_EMPLOYEES,NO,Doubling & up-skilling our 400-strong team
Ramp,Aug-21,2000,BUSINESS_CUSTOMERS,UNKNOWN,"more than 2,000 businesses currently using Ramp as their 'primary spend management solution.'"
Revolut,Jul-21,16000000,CUSTOMERS,UNKNOWN,"Revolut, the financial superapp with more than 16 million customers worldwide, today announced an $800m series E funding round, valuing the business at $33 billion."
Savage X Fenty,Feb-21,3900000,OTHER_INSTAGRAM_FOLLOWERS,NO,"The brand, known for its inclusivity of body types and elaborate fashion shows, has made waves on social media, with 3.9 million followers on Instagram."
Stripe,Feb-25,50,OTHER_FORTUNE_100_COMPANIES,YES,"Stripe now serves half of the Fortune 100, 80% of the Forbes Cloud 100, and 78% of the Forbes AI 50."
Stripe,Feb-25,80,OTHER_FORBES_CLOUD_100_COMPANIES,YES,"Stripe now serves half of the Fortune 100, 80% of the Forbes Cloud 100, and 78% of the Forbes AI 50."
Stripe,Feb-25,39,OTHER_FORBES_AI_50_COMPANIES,YES,"Stripe now serves half of the Fortune 100, 80% of the Forbes Cloud 100, and 78% of the Forbes AI 50."
Tipalti,Dec-21,2000,CUSTOMERS,YES,"Tipalti also passed the 2,000-customer mark"
Tipalti,Dec-21,700,OTHER_EMPLOYEES,NO,has grown to over 700 employees worldwide.
WayCool Foods,Jun-22,100000,CUSTOMERS,YES,"The company claims to work with more than 1,50,000 farmers and operates a product range across multiple channels, serving over 1,00,000 clients."
WayCool Foods,Jun-22,150000,OTHER_FARMERS,NO,"The company claims to work with more than 1,50,000 farmers and operates a product range across multiple channels, serving over 1,00,000 clients."
Airwallex,Dec-25,200000,BUSINESS_CUSTOMERS,YES,"More than 200,000 companies worldwide – from startups to public enterprises – use Airwallex to manage their global banking and financial operations, or to build and monetize their own financial products using Airwallex infrastructure."
Airwallex,Dec-25,2000,OTHER_EMPLOYEES,NO,"The company is co-headquartered in San Francisco and Singapore with over 2,000 employees across 26 offices."
Airwallex,Dec-25,26,OTHER_OFFICES,UNKNOWN,"The company is co-headquartered in San Francisco and Singapore with over 2,000 employees across 26 offices."
Airwallex,Dec-25,80,OTHER_LICENSES,UNKNOWN,"Founded in Melbourne in 2015, Airwallex holds 80 licenses across North America, Europe, the Middle East, and Asia-Pacific, forming one of the most comprehensive financial infrastructures in the world."
Airwallex,Dec-25,235000000000,OTHER_ANNUALIZED_TRANSACTION_VOLUME_USD,UNKNOWN,Annualized transaction volume doubled YoY to more than $235B in October.
Airwallex,Sep-21,1000,OTHER_EMPLOYEES,NO,"The company has nearly doubled its headcount in 2021 and employs almost 1,000 employees today in over 20 locations globally."
Airwallex,Sep-21,20,OTHER_LOCATIONS,UNKNOWN,"The company has nearly doubled its headcount in 2021 and employs almost 1,000 employees today in over 20 locations globally."
Airwallex,Sep-21,20000000000,OTHER_ANNUALISED_PROCESSING_VOLUME_USD,UNKNOWN,"Airwallex has seen significant business growth in the last year, recording a year-over-year revenue growth of nearly 150% for the first half of 2021, and processing more than annualised US$20 billion for a global client portfolio that has quadrupled in size."
Celonis,Aug-22,2500,OTHER_ENTERPRISE_DEPLOYMENTS,UNKNOWN,"Celonis is executing another record year of strong growth with more than 2,500 enterprise deployments worldwide."
Celonis,Aug-22,10000,OTHER_CONSULTANTS,NO,"The Celonis for Consulting program launched in April 2021 and has enlisted more than 10,000 consultants and 2,000 consulting firms and created more than 2,000 Celonis projects and continues to expand."
Celonis,Aug-22,2000,OTHER_CONSULTING_FIRMS,NO,"The Celonis for Consulting program launched in April 2021 and has enlisted more than 10,000 consultants and 2,000 consulting firms and created more than 2,000 Celonis projects and continues to expand."
Celonis,Aug-22,2000,OTHER_PROJECTS,UNKNOWN,"The Celonis for Consulting program launched in April 2021 and has enlisted more than 10,000 consultants and 2,000 consulting firms and created more than 2,000 Celonis projects and continues to expand."
Celonis,Aug-22,600,OTHER_ACADEMIC_PARTNERS,NO,"Additionally, there are 600+ academic partners and over 100,000 certified Celonis practitioners graduating from the Celonis Academic Alliance program."
Celonis,Aug-22,100000,OTHER_CERTIFIED_PRACTITIONERS,NO,"Additionally, there are 600+ academic partners and over 100,000 certified Celonis practitioners graduating from the Celonis Academic Alliance program."
Celonis,Aug-22,20,OTHER_OFFICES,UNKNOWN,"Celonis has thousands of implementations with global customers and is headquartered in Munich, Germany and New York City, USA with more than 20 offices worldwide."
Creditas,Jan-22,4000,OTHER_EMPLOYEES,NO,"Founded in 2012 by Spanish Sergio Furio, it employs more than 4,000 people in Sao Paulo, Curitiba, Porto Alegre, Recife, Valencia (Spain), and Mexico City."
Docker,Mar-22,10000000,REGISTERED_USERS,NO,"With over 10 million registered developers and development teams, Docker has grown to over 56,000 commercial customers, including over 70% of the Fortune 100, nine of the 10 top technology companies, eight of the top 10 banks, eight of the top 10 retailers, eight of the top 10 media companies, and seven of the top 10 healthcare companies."
Docker,Mar-22,56000,BUSINESS_CUSTOMERS,YES,"With over 10 million registered developers and development teams, Docker has grown to over 56,000 commercial customers, including over 70% of the Fortune 100, nine of the 10 top technology companies, eight of the top 10 banks, eight of the top 10 retailers, eight of the top 10 media companies, and seven of the top 10 healthcare companies."
Docker,Mar-22,9,OTHER_TOP_10_TECHNOLOGY_COMPANIES,YES,"With over 10 million registered developers and development teams, Docker has grown to over 56,000 commercial customers, including over 70% of the Fortune 100, nine of the 10 top technology companies, eight of the top 10 banks, eight of the top 10 retailers, eight of the top 10 media companies, and seven of the top 10 healthcare companies."
