NASDAQGS:UPBD,"Upbound Group, Inc.",Owned-Inventory Retail,Lending & Credit,Retail & E-commerce,Commerce Operations,CONSUMER,CHANNEL,PRODUCT_SALES,DESTINATION,AI_EMBEDDED,,1,Lease-To-Own Furniture And Electronics|Rent-A-Center Stores|Acima Virtual Leasing|No-Credit-Needed Retail|Point-Of-Sale Leasing|Appliance And Tire Leasing,"leases furniture, electronics and appliances to consumers who don't qualify for traditional credit, through owned Rent-A-Center stores and the virtual Acima retail-partner network, until they own the goods outright"
NASDAQGS:ECPG,"Encore Capital Group, Inc.",Lending & Credit,,Financial Services,Banking & Lending,CONSUMER,CHANNEL,NET_INTEREST,DESTINATION,AI_EMBEDDED,,1,Purchased Charged-Off Debt|Consumer Receivables Collection|Debt Settlement Plans|Portfolio Recovery Analytics|US And International Debt Buying|Midland Credit Management Brand,"buys portfolios of defaulted consumer debt at a discount to face value and collects on them, carrying the receivables and the recovery risk on its own leveraged balance sheet"
NASDAQGS:PRAA,"PRA Group, Inc.",Lending & Credit,,Financial Services,Banking & Lending,CONSUMER,CHANNEL,NET_INTEREST,DESTINATION,AI_EMBEDDED,,1,Purchased Charged-Off Debt|Consumer Receivables Collection|Bankruptcy Portfolio Purchases|Portfolio Recovery Analytics|US And European Debt Buying|Third-Party Collection Services,"buys portfolios of defaulted consumer debt at a discount to face value and collects on them, carrying the receivables and the recovery risk on its own leveraged balance sheet"
NASDAQGS:JCAP,"Jefferson Capital, Inc.",Lending & Credit,,Financial Services,Banking & Lending,CONSUMER,CHANNEL,NET_INTEREST,DESTINATION,AI_EMBEDDED,,1,Purchased Charged-Off Debt|Consumer Receivables Collection|Credit Card And Telecom Debt|Portfolio Recovery Analytics|North America Debt Buying|Insolvency Portfolio Purchases,"buys portfolios of defaulted consumer debt at a discount to face value and collects on them, carrying the receivables and the recovery risk on its own leveraged balance sheet"
NYSE:GATX,GATX Corporation,Owned-Inventory Retail,,Construction & Infrastructure,Supply Chain,LOB,ENT_SALES,NET_INTEREST,INFRA_LAYER,AI_NEUTRAL,,1,Railcar Leasing|Tank Car Fleet|Freight Rail Infrastructure|Locomotive Leasing|Rail Maintenance Services|North American And European Fleet,"owns a fleet of railcars and locomotives that it leases to railroads, shippers and chemical companies, earning rental income on its own owned equipment"
NASDAQGS:WLFC,Willis Lease Finance Corporation,Owned-Inventory Retail,,Travel,Supply Chain,LOB,ENT_SALES,NET_INTEREST,INFRA_LAYER,AI_NEUTRAL,,1,Aircraft Engine Leasing|Spare Engine Pool|Engine Maintenance Services|Airline Fleet Support|Aviation Asset Management|Engine Parts And MRO Sales,"owns a pool of spare jet engines that it leases to airlines and lessors as an operating bridge during maintenance, earning rental income on its own owned equipment"
NYSE:RKT,"Rocket Companies, Inc.",Lending & Credit,,Financial Services,Banking & Lending,CONSUMER,PAID_ACQUISITION,NET_INTEREST,DESTINATION,AI_EMBEDDED,,1,Direct-To-Consumer Mortgages|Mortgage Servicing Rights|Digital Loan Origination|Refinance And Purchase Loans|Rocket Brand Ecosystem|Home Search And Title Services,"originates residential mortgages directly to consumers online and by phone, then sells most loans to agencies while retaining a large mortgage-servicing-rights asset"
NYSE:UWMC,UWM Holdings Corporation,Lending & Credit,,Financial Services,Banking & Lending,SMB,CHANNEL,NET_INTEREST,DESTINATION,AI_EMBEDDED,,1,Wholesale Mortgage Origination|Broker Channel Lending|Mortgage Servicing Rights|Independent Mortgage Broker Network|Purchase And Refinance Loans|Broker Technology Tools,"originates residential mortgages exclusively through independent mortgage brokers, then sells most loans to agencies while retaining a large mortgage-servicing-rights asset"
NYSE:ONIT,Onity Group Inc.,Lending & Credit,,Financial Services,Banking & Lending,CONSUMER,CHANNEL,NET_INTEREST,SOR,AI_NEUTRAL,,1,Mortgage Servicing|Reverse Mortgage Origination|Special Servicing|Servicing Advances|MSR Portfolio Management|Liberty Reverse Mortgage Brand,"services mortgage loans for other owners and originates reverse mortgages under the Liberty brand, carrying servicing-advance and reverse-mortgage credit exposure on its balance sheet"
NYSE:VEL,"Velocity Financial, Inc.",Lending & Credit,,Real Estate,Banking & Lending,SMB,CHANNEL,NET_INTEREST,DESTINATION,AI_NEUTRAL,,1,Investor Residential Mortgages|Small-Balance Commercial Loans|Portfolio Lending|Non-Owner-Occupied Real Estate Credit|Broker-Originated Loans|Bridge And Rental Property Finance,originates and retains loans to real-estate investors on 1-4 unit rental and small commercial properties on its own balance sheet rather than selling them to agencies
NYSE:WD,"Walker & Dunlop, Inc.",Wealth & Capital Markets Platform,Lending & Credit,Real Estate,Trading & Markets,LOB,ENT_SALES,SERVICES_LED,SOR,AI_NEUTRAL,,1,Agency Multifamily Lending|Commercial Real Estate Brokerage|Loan Servicing|Investment Sales|Capital Markets Advisory|Interim And Bridge Lending,"originates Fannie Mae, Freddie Mac and HUD multifamily loans for sale to agencies, brokers commercial property investment sales, and earns fee income on a large loan-servicing portfolio"
NYSE:XYZ,"Block, Inc.",Merchant Acquiring & PSP,Commerce & Payments Software,Horizontal,Finance & Payments,SMB,PLG,TRANSACTION_FEE,PLATFORM_SUITE,AI_EMBEDDED,,1,Point Of Sale Payments|Seller Software Ecosystem|Cash App Consumer Payments|Small Business Loans|Bitcoin Trading|Afterpay BNPL,"processes card payments and sells POS software to small sellers through Square while running Cash App as a consumer P2P and spending product, earning transaction, subscription and services fees"
NYSE:AX,"Axos Financial, Inc.",Digital Bank & Deposits,Lending & Credit,Financial Services,Banking & Lending,CONSUMER,PAID_ACQUISITION,NET_INTEREST,DESTINATION,AI_NEUTRAL,,1,Branchless Digital Bank|Commercial And Consumer Lending|Securities-Backed Lending|Deposit-Funded Balance Sheet|Fund Finance|Multi-Family And CRE Lending,"is a branchless, deposit-funded bank lending across consumer, commercial and specialty categories including securities-backed and fund finance loans"
NASDAQGS:TBBK,"The Bancorp, Inc.",Digital Bank & Deposits,Commerce & Payments Software,Financial Services,Banking & Lending,LOB,ENT_SALES,NET_INTEREST,INFRA_LAYER,AI_NEUTRAL,,1,Banking-As-A-Service|Prepaid And Debit Card Issuing|Fintech Sponsor Bank|Deposit-Funded Balance Sheet|Specialty Commercial Lending|Institutional Banking,"is a deposit-taking sponsor bank that issues cards and holds program deposits for dozens of fintech partners, alongside specialty commercial lending of its own"
NASDAQGS:NEWT,"NewtekOne, Inc.",Digital Bank & Deposits,Lending & Credit,Financial Services,Banking & Lending,SMB,ENT_SALES,NET_INTEREST,DESTINATION,AI_NEUTRAL,,1,SBA Lending|Small Business Banking|Deposit-Funded Bank|Payments And Payroll Services|Business Insurance Referral|Technology Solutions For SMBs,"takes deposits through its own bank charter and lends them out primarily as SBA loans to small businesses, alongside payments, payroll and insurance services for the same customers"
NYSE:LOB,"Live Oak Bancshares, Inc.",Digital Bank & Deposits,Lending & Credit,Financial Services,Banking & Lending,SMB,PAID_ACQUISITION,NET_INTEREST,DESTINATION,AI_EMBEDDED,,1,SBA Lending|Digital-Only Bank|Small Business Deposits|Fintech Banking Software|Niche Industry Verticals|Online Savings Accounts,"is a branchless, deposit-funded bank that raises online savings deposits nationally and lends them out as SBA loans to small businesses across targeted industry verticals"
NASDAQGS:MBIN,Merchants Bancorp,Digital Bank & Deposits,Lending & Credit,Financial Services,Banking & Lending,SMB,ENT_SALES,NET_INTEREST,DESTINATION,AI_NEUTRAL,,1,Multi-Family And Healthcare Facility Lending|Mortgage Warehousing|Agency Loan Origination|Deposit-Funded Bank|Public Finance And SBA|Retail And Commercial Deposits,"takes deposits through its own bank charter and lends them out primarily as multi-family and healthcare-facility mortgages, plus warehouse lines to other mortgage originators"
NASDAQGS:CCB,Coastal Financial Corporation,Digital Bank & Deposits,Commerce & Payments Software,Financial Services,Banking & Lending,LOB,ENT_SALES,NET_INTEREST,INFRA_LAYER,AI_EMBEDDED,,1,Banking-As-A-Service|Fintech Partner Deposits|Community Commercial Banking|CCBX Platform|Deposit-Funded Balance Sheet|Small Business Lending,"takes deposits through its own community bank charter and through its CCBX banking-as-a-service platform, which lets fintech partners embed accounts and cards funded on Coastal's balance sheet"
