# Fairway private software and fintech transactions.
# 66 transaction records across 60 companies. 32 rows feed medians; 34 are demoted because the row's
# OWN revenue_status calls the denominator an estimate, a proxy, a range midpoint or a construction.
#
# TRIAGE ONLY, NOT VERIFICATION. Every row here is marked STATUS-TRIAGE: the at-pricing rule has been
# applied to the file's own labels, NOT to primary sources. The consumer file has been through full
# primary-source verification; this one has not, and until it has, these multiples are weaker than the
# consumer ones no matter what in_medians says. 18 rows carry a '> threshold' metric and are now bound
# '<=' rather than printing as points. 10 rows are secondaries or tenders and are now labelled as such:
# a secondary is a mark, not a priced round, and must be shown that way even when it stays in medians.
transaction_id,company_key,company_name,date,date_iso,round_type,capital_raised_musd,post_money_musd,valuation_status,revenue_metric,revenue_musd,revenue_status,ev_revenue_x,subsector_as_supplied,screening_category_as_supplied,lead_key_investors,round_source_url,revenue_source_url,notes,transaction_type,denominator_basis,bound,in_medians,verification
spendesk-2022-01,spendesk,Spendesk,Jan-22,2022-01,Series C,114.0,1140.0,Reported,ARR / revenue run-rate,50.0,Third-party estimate,22.8,Spend management / corporate cards,Vertical Software,Tiger Global; General Atlantic; Index Ventures; Eight Roads,https://www.spendesk.com/blog/spendesk-series-c/,https://www.spendesk.com/blog/spendesk-series-c/,EUR transaction translated approximately to USD; revenue estimate.,PRIMARY,THIRD_PARTY_ESTIMATE,,0,STATUS-TRIAGE
qonto-2022-01,qonto,Qonto,Jan-22,2022-01,Series D,552.0,5000.0,Reported,Annualized revenue,120.0,Reported estimate,41.7,SMB banking and financial management,Vertical Software,Tiger Global; TCV; Alkeon; Eurazeo; KKR; Insight,https://qonto.com/en/blog/qonto-inside-qonto/series-d,https://qonto.com/en/blog/qonto-inside-qonto/series-d,EUR transaction translated approximately to USD; fintech revenue mix.,PRIMARY,THIRD_PARTY_ESTIMATE,,0,STATUS-TRIAGE
payfit-2022-01,payfit,PayFit,Jan-22,2022-01,Series E,289.0,2100.0,Reported,ARR / annual revenue,100.0,Third-party estimate,21.0,Payroll and HR software,Enterprise Applications,General Atlantic; Eurazeo; Bpifrance; Accel; Frst,https://techcrunch.com/2022/01/06/payfit-raises-289-million-for-its-payroll-and-hr-solution/,https://techcrunch.com/2022/01/06/payfit-raises-289-million-for-its-payroll-and-hr-solution/,EUR transaction translated approximately to USD; revenue estimate.,PRIMARY,THIRD_PARTY_ESTIMATE,,0,STATUS-TRIAGE
miro-2022-01,miro,Miro,Jan-22,2022-01,Series C,400.0,17500.0,Reported,ARR,300.0,Reported estimate,58.3,Visual collaboration / whiteboarding,Communications & Customer Engagement,ICONIQ Growth; Accel; Atlassian; Dragoneer; GIC; Salesforce Ventures,https://miro.com/newsroom/miro-raises-400-million-in-series-c-financing/,https://miro.com/newsroom/miro-raises-400-million-in-series-c-financing/,ARR estimate around financing; company did not disclose exact ARR in announcement.,PRIMARY,THIRD_PARTY_ESTIMATE,,0,STATUS-TRIAGE
sierra-2026-05,sierra,Sierra,May-26,2026-05,Series E,950.0,15800.0,Reported,ARR (> threshold),150.0,Reported,105.3,AI customer service agents,Agent Ops,Tiger Global; GV; Benchmark; Sequoia; Greenoaks,https://techcrunch.com/2026/05/04/sierra-raises-950m-as-the-race-to-own-enterprise-ai-gets-serious/,https://techcrunch.com/2026/05/04/sierra-raises-950m-as-the-race-to-own-enterprise-ai-gets-serious/,"Second Sierra row. ARR 'more than $150mm' is a company milestone from Feb-2026, about three months before the round, so the multiple is a maximum. Valuation press-reported; co-led by Tiger Global and GV.",PRIMARY,REPORTED_CONTEMPORANEOUS,<=,1,STATUS-TRIAGE
decagon-2026-01,decagon,Decagon,Jan-26,2026-01,Series D,250.0,4500.0,Disclosed,Annualized revenue,30.0,Reported estimate,150.0,AI customer-support agents,Agent Ops,Coatue; Index Ventures; a16z; A*; Accel; Bain Capital Ventures,https://decagon.ai/blog/series-d-announcement,https://www.newcomer.co/p/decagon-hit-100-million-betting-against,"At pricing (Jan-26) the observable figure was roughly $30mm annualized (Forbes, Dec-2025); no revenue was disclosed at the round. HINDSIGHT: company reported crossing $100mm annualized by Aug-2026, i.e. 45.0x on the later figure - a hindsight number, not the round multiple.",PRIMARY,THIRD_PARTY_ESTIMATE,,0,STATUS-TRIAGE
langchain-2025-10,langchain,LangChain,Oct-25,2025-10,Series B,125.0,1250.0,Disclosed,ARR,16.0,Reported estimate,78.1,"Agent orchestration, tracing and evaluation",Agent Ops,IVP; CapitalG; Sapphire Ventures; Sequoia; Benchmark; Amplify,https://www.langchain.com/blog/series-b,https://techcrunch.com/2025/07/08/langchain-is-about-to-become-a-unicorn-sources-say,"ARR is the TOP of a $12-16mm range reported by TechCrunch in Jul-2025 (four sources, not company-confirmed); the midpoint implies 89.3x. Round figures from the company's own announcement.",PRIMARY,THIRD_PARTY_ESTIMATE,,0,STATUS-TRIAGE
notion-2026-01,notion,Notion,Jan-26,2026-01,Employee tender / secondary,,11000.0,Disclosed,ARR,610.0,Third-party estimate,18.0,"Workspace, notes and collaboration",Personal Software / Productivity,GIC; Sequoia; Index Ventures,https://www.notion.com/blog/gic-sequoia-index-purchase-notion-shares,https://sacra.com/c/notion/,"Employee tender, no new capital. Denominator is Sacra's end-2025 ARR estimate per the vintage rule; Sacra's Jul-2026 estimate of $865mm gives 12.7x on the same price, a later timing proxy.",SECONDARY,THIRD_PARTY_ESTIMATE,,0,STATUS-TRIAGE
gamma-2025-11,gamma,Gamma,Nov-25,2025-11,Series B,68.0,2100.0,Disclosed,ARR (> threshold),100.0,Disclosed,21.0,AI presentations and documents,Personal Software / Productivity,a16z; Accel; Uncork Capital; South Park Commons,https://www.businesswire.com/news/home/20251110805751/en/Gamma-Surpasses-$100M-ARR-Raises-at-$2.1B-Valuation-as-It-Replaces-PowerPoint-for-the-AI-Era,https://www.businesswire.com/news/home/20251110805751/en/Gamma-Surpasses-$100M-ARR-Raises-at-$2.1B-Valuation-as-It-Replaces-PowerPoint-for-the-AI-Era,Uses $100mm threshold ('surpassed $100M ARR'); multiple is a maximum. Round includes roughly $20mm of employee secondary.,PRIMARY,DISCLOSED_THRESHOLD,<=,1,STATUS-TRIAGE
canva-2025-08,canva,Canva,Aug-25,2025-08,Employee share sale / secondary,,42000.0,Reported,Annualized revenue,3300.0,Reported,12.7,Visual design and collaboration,Personal Software / Productivity,Fidelity Management & Research; J.P. Morgan Asset Management,https://finance.yahoo.com/news/canva-begins-employee-stock-sale-034229058.html,https://finance.yahoo.com/news/canva-begins-employee-stock-sale-034229058.html,"The cleanest row in this file. Employee and ex-employee tender opened 19-Aug-2025 at $42bn, $1,646.14 a share, up to $3m of vested equity each, led by Fidelity with J.P. Morgan Asset Management new, reported significantly oversubscribed. Denominator is company-stated: Cliff Obrecht saying annualised revenue 'now sits at USD3.3 billion', published 31-Jul-2025, three weeks before pricing. USD confirmed on both sides, the A$5.1bn appears separately. Caveat: annualised revenue is a run-rate, not trailing GAAP.",SECONDARY,REPORTED_CONTEMPORANEOUS,,1,VERIFIED
calendly-2021-01,calendly,Calendly,Jan-21,2021-01,Series B (primary + secondary),350.0,3000.0,Disclosed,Subscription revenue (FY2020),70.0,Reported,42.9,Scheduling automation,Personal Software / Productivity,OpenView; ICONIQ Growth,https://techcrunch.com/2021/01/26/how-atlantas-calendly-turned-a-scheduling-nightmare-into-a-3b-startup/,https://techcrunch.com/2021/01/26/how-atlantas-calendly-turned-a-scheduling-nightmare-into-a-3b-startup/,"FY2020 revenue of roughly $70mm disclosed at the round; ARR crossed $100mm only in Dec-2021, so a 30.0x print on that figure is a later-period ceiling. Raise included founder/early-holder secondary; valuation stated as 'north of $3bn'.",MIXED,REPORTED_CONTEMPORANEOUS,,1,STATUS-TRIAGE
clay-2026-01,clay,Clay,Jan-26,2026-01,Employee tender / secondary,,5000.0,Disclosed,ARR,100.0,Disclosed,50.0,GTM data enrichment and workflow,Sales Engagement,DST Global; Conviction; Avra; Operator Collective; Frontline,https://www.businesswire.com/news/home/20260128514638/en/Clay-Announces-Second-Employee-Tender-Offer-in-Nine-Months-at-a-%245B-Valuation,https://www.clay.com/blog/100m-arr,"Employee tender (second in nine months, after May-2025 at $1.5bn). At-round ARR is the company's own Dec-2025 $100mm disclosure; Sacra's May-2026 $150mm estimate gives 33.3x as a later proxy. The CapitalG-led transaction was the separate Aug-2025 Series C at $3.1bn.",SECONDARY,DISCLOSED_ACTUAL,,1,STATUS-TRIAGE
gong-2025-11,gong,Gong,Nov-25,2025-11,Secondary share sale,,4500.0,Reported,ARR (> threshold),300.0,Disclosed,15.0,Revenue intelligence,Sales Engagement,Undisclosed (Nasdaq Private Market secondary),https://www.calcalistech.com/ctechnews/article/r1sdmq00ebx,https://www.calcalistech.com/ctechnews/article/hj4rgjgkzg,"Secondary at a markdown from the $7.25bn 2021 round. Denominator is the last figure available at the transaction: ARR surpassed $300mm (company, Mar-2025), so 15.0x is a ceiling. HINDSIGHT: >$500mm disclosed May-2026 implies at most 9.0x on the later figure - hindsight, not the transaction multiple.",SECONDARY,DISCLOSED_THRESHOLD,<=,1,STATUS-TRIAGE
apollo-io-2023-08,apollo-io,Apollo.io,Aug-23,2023-08,Series D,100.0,1600.0,Disclosed,ARR,100.0,Third-party estimate,16.0,Sales intelligence and engagement,Sales Engagement,Bain Capital Ventures; Sequoia; Tribe Capital; Nexus Venture Partners,https://www.apollo.io/magazine/apolloio-secures-100-million-series-d-at-16b-valuation-to-drive-world-class-gtm,https://sacra.com/research/apollo-at-100m-arr/,"Sacra put FY2023 ARR at roughly $96mm, crossing $100mm around the round. The $150mm ARR the company announced in May-2025 gives 10.7x as a materially later timing proxy.",PRIMARY,THIRD_PARTY_ESTIMATE,,0,STATUS-TRIAGE
outreach-2021-06,outreach,Outreach,Jun-21,2021-06,Series G,200.0,4400.0,Disclosed,ARR,200.0,Estimated / at-round construction,22.0,Sales execution and engagement,Sales Engagement,Premji Invest; Steadfast Capital; Tiger Global; Sequoia; Vista Public Strategies; Salesforce Ventures,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,https://www.geekwire.com/2021/outreach-lands-200-million-pushing-valuation-sales-software-startup-4-4-billion/,"No at-round ARR disclosed; roughly $200mm constructed from the company's $100mm fall-2020 disclosure plus disclosed >100% YoY Q1-2021 growth (Sacra FY2021 estimate $180mm implies 24.4x). A 17.6x print uses Sacra's FY2023 $250mm, two years post-round. Sequoia participated via its public/crossover arm SCGE.",PRIMARY,CONSTRUCTED,,0,STATUS-TRIAGE
invisible-technologies-2025-09,invisible-technologies,Invisible Technologies,Sep-25,2025-09,Growth financing,100.0,2000.0,Reported (> threshold),Revenue (FY2024),134.0,Disclosed,14.9,Human-in-the-loop AI data operations,Scraping / Data for AI,Vanara Capital; Princeville Capital; HOF Capital; Freestyle VC; Greycroft; Acrew Capital,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,"Valuation press-reported as 'over $2bn' (Bloomberg), a FLOOR, so the multiple is a floor, not a ceiling. Denominator is company-disclosed FY2024 actual revenue, roughly nine months before the round.",PRIMARY,DISCLOSED_ACTUAL,,1,STATUS-TRIAGE
scale-ai-2025-06,scale-ai,Scale AI,Jun-25,2025-06,"Strategic investment (Meta, ~49% non-voting)",14300.0,29000.0,Disclosed,"CY2025E revenue, company forecast",2000.0,Reported,14.5,Training-data infrastructure,Scraping / Data for AI,Meta Platforms,https://scale.com/blog/scale-ai-announces-next-phase-of-company-evolution,https://www.bloomberg.com/news/articles/2025-04-02/scale-ai-expects-to-more-than-double-sales-to-2-billion-in-2025,"RECLASSIFIED TO CONTROL. This was coded as a strategic minority investment and it is not one. Meta paid about $14.3bn for 49% of the equity; Scale then distributed the proceeds to existing shareholders and vested equity holders rather than retaining them, so mechanically primary but economically a half cash-out of the existing base, with Accel alone reported to take about $2.5bn. Founder-CEO Alexandr Wang left to run Meta's superintelligence effort with a group of employees, keeping only a board seat. A large share of the consideration is talent, not enterprise value for the data-labelling business. The $2bn denominator is a company forecast for CY2025, public 2-Apr-2025 and so at-pricing, but it is a forecast.",CONTROL,DISCLOSED_FORECAST,,0,VERIFIED
turing-2025-03,turing,Turing,Mar-25,2025-03,Series E,111.0,2200.0,Disclosed,ARR (at pricing),167.0,Disclosed,13.2,AI training data and technical talent,Scraping / Data for AI,Khazanah Nasional; WestBridge Capital; Sozo Ventures,https://www.businesswire.com/news/home/20250306942806/en/Turing-Gears-Up-to-Power-Next-Wave-of-AGI-with-$111-Million-in-Series-E,https://www.businesswire.com/news/home/20250128158063/en/Turing-Annual-Revenue-Runrate-Nearly-Triples-to-$300M-in-Profitable-Year-as-Company-Sets-Stage-for-AGI-Advancements-in-2025,Per the company's own releases the round was PRICED when ARR was $167mm - the number investors used - giving 13.2x. By the March announcement the run-rate had reached roughly $300mm (7.3x on announcement-date ARR); both figures company-disclosed.,PRIMARY,DISCLOSED_ACTUAL,,1,STATUS-TRIAGE
mailchimp-2021-09,mailchimp,Mailchimp,Sep-21,2021-09,Acquisition (Intuit),,12000.0,Disclosed,"Revenue (CY2020, trailing)",800.0,Reported,15.0,Email marketing and automation,Email Marketing (M&A precedent),Intuit (acquirer),https://investors.intuit.com/news-events/press-releases/detail/162/intuit-to-acquire-mailchimp,https://finance.yahoo.com/news/intuit-buy-mailchimp-12-billion-201539405.html,"CONTROL, and no multiple. Intuit acquired 100% on 13-Sep-2021 for about $12bn in roughly equal cash and stock, plus about $300m of employee RSUs at close and $200m after. The $800m is a press estimate neither Mailchimp nor Intuit ever confirmed: Intuit's release disclosed only 13m users and 800k paying customers. Reuters and TechCrunch carry it attributed to Forbes and Barron's, and the basis is undefined as between GAAP revenue and run-rate.",CONTROL,THIRD_PARTY_ESTIMATE,,0,VERIFIED
semrush-2025-11,semrush,Semrush,Nov-25,2025-11,"Acquisition (Adobe, take-private)",,1900.0,Disclosed,"FY2025E revenue, company guidance",443.6,Disclosed,4.3,SEO and online visibility,SEO Tools (M&A precedent),Adobe (acquirer),https://news.adobe.com/news/2025/11/adobe-to-acquire-semrush,https://www.semrush.com/news/448771-semrush-announces-fourth-quarter-and-full-year-2025-financial-results/,"CONTROL, walled off from the financing medians. Adobe agreed on 19-Nov-2025 to acquire the whole company at $12.00 a share in cash; closed 28-Apr-2026, Semrush delisted. Two label errors corrected. The $443.6m was FY2025 ACTUAL, first published 2-Mar-2026, three and a half months after pricing; the figure available at pricing was FY2025 guidance of $443.5m to $445.5m, published 6-Nov-2025. And $1,900m is EQUITY value: net cash was about $262m, so enterprise value is about $1,638m and the comparable M&A multiple is roughly 3.7x EV/FY2025E revenue, not 4.3x.",CONTROL,DISCLOSED_FORECAST,,0,VERIFIED
