TSE:6027,"Bengo4.com, Inc.",Classifieds & Listings,Business Applications,Legal & Professional Services,Legal & Compliance,CONSUMER,PLG,LISTING_FEE,AGGREGATOR,AI_EMBEDDED,,1,Lawyer Matching Portal|Legal Consultation Q&A|CloudSign E-signature|Consumer Legal Referral|Japan Legal Tech|E-signature SaaS,"runs Japan's largest lawyer-matching/consultation portal, and separately sells the CloudSign e-signature SaaS product"
TSE:2379,DIP Corporation,Classifieds & Listings,,Recruitment & Work,Listings & Discovery,SMB,PAID_ACQUISITION,LISTING_FEE,DESTINATION,AI_EMBEDDED,,1,Baitoru Job Listings|Part-time Job Media|Employer Postings|AI Recommend Matching|Japan Recruitment Media|Baito Hourly Jobs,"runs Baitoru and other Japanese job-listing media for part-time and mid-career hiring, monetized via employer job postings"
TSE:4849,en Inc.,Classifieds & Listings,,Recruitment & Work,Listings & Discovery,SMB,PAID_ACQUISITION,LISTING_FEE,DESTINATION,AI_EMBEDDED,,1,en-japan Job Media|Career Change Listings|Employer Job Postings|Recruitment Media Portfolio|Japan Job Board|Global HR Business Also,"runs en-japan job-listing media serving career-change and new-graduate hiring, monetized via employer job postings"
NSEI:INDIAMART,IndiaMART InterMESH Limited,Third-Party Marketplace,,Manufacturing,Marketplace Operations,SMB,PLG,LISTING_FEE,AGGREGATOR,AI_EMBEDDED,,1,B2B Marketplace India|Supplier Discovery|SMB Sellers|Lead Generation Subscriptions|Industrial And General Goods|Freemium Buyer Access,"runs India's largest B2B marketplace connecting business buyers with suppliers, monetized via seller subscriptions for leads"
XTRA:AG1,AUTO1 Group SE,Third-Party Marketplace,Owned-Inventory Retail,Automotive,Marketplace Operations,LOB,PAID_ACQUISITION,GMV_RETAIL,AGGREGATOR,AI_EMBEDDED,,1,Used Car Wholesale|Autohero Retail Brand|Online Car Buying|Dealer B2B Auction|Pan-European Network|Instant Online Valuation,"buys used cars from consumers and dealers and resells them wholesale to dealers online, with a smaller direct-to-consumer retail arm (Autohero)"
NASDAQGS:COST,Costco Wholesale Corporation,Owned-Inventory Retail,,Retail & E-commerce,Commerce Operations,CONSUMER,ORGANIC_BRAND,PRODUCT_SALES,DESTINATION,AI_NEUTRAL,,1,Warehouse Club|Bulk Retail|Private Label|Membership Fee|Big Box|US Grocery,"operates membership-only warehouse clubs selling groceries and general merchandise in bulk, earning most of its profit from annual membership fees"
NYSE:BJ,BJ's Wholesale Club Holdings,Owned-Inventory Retail,,Retail & E-commerce,Commerce Operations,CONSUMER,ORGANIC_BRAND,PRODUCT_SALES,DESTINATION,AI_NEUTRAL,,1,Warehouse Club|Bulk Retail|Membership Fee|East Coast US|Grocery|Big Box,runs membership warehouse clubs in the eastern US selling bulk groceries and general merchandise
NASDAQGS:PSMT,"PriceSmart, Inc.",Owned-Inventory Retail,,Retail & E-commerce,Commerce Operations,CONSUMER,ORGANIC_BRAND,PRODUCT_SALES,DESTINATION,AI_NEUTRAL,,1,Warehouse Club|Bulk Retail|Membership Fee|Latin America|Caribbean|Central America,operates membership warehouse clubs across Latin America and the Caribbean selling bulk groceries and merchandise
NYSE:PLNT,"Planet Fitness, Inc.",Consumer Brand,,Hospitality,Operations,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,Low-Cost Gym Franchise|Judgement Free Zone Brand|Black Card Upsell|US Franchise Model|Recurring Membership|Mass Market Fitness,"franchises and operates low-cost gyms across the US, earning recurring monthly membership dues plus franchise and equipment royalties"
NYSE:LTH,Life Time Group Holdings,Consumer Brand,,Hospitality,Operations,CONSUMER,ORGANIC_BRAND,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,Premium Fitness|Athletic Country Club|Membership|Physical Locations|Wellness Resort|US Upscale,"operates upscale athletic country clubs offering fitness, spa, and wellness amenities for a premium recurring membership fee"
NASDAQGM:TRUP,"Trupanion, Inc.",Insurance Technology,,Insurance,Finance & Payments,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,SOE,AI_EMBEDDED,,1,Pet Insurance|Monthly Premium|Vet Direct Pay|Recurring Premium|North America|Underwriting,"underwrites and administers monthly pet insurance policies, paying veterinary claims directly and instantly at the clinic"
NASDAQGS:FTDR,"Frontdoor, Inc.",Insurance Technology,,Home & Field Services,Customer Service,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,SOE,AI_NEUTRAL,,1,Home Warranty|Contractor Dispatch|Annual Plan|Real Estate Channel|US Residential|Service Contracts,"sells annual home warranty plans covering the repair or replacement of home systems and appliances, dispatching a network of contractors when something breaks"
NYSE:ADT,ADT Inc.,Consumer Brand,,Security & Property,Security,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,SOE,AI_EMBEDDED,,1,Home Security|Alarm Monitoring|Smart Home|Recurring Monitoring Fee|Dealer Network|US Residential,"installs and monitors home and business security systems, charging a recurring monthly fee for 24/7 alarm monitoring"
NYSE:ARLO,"Arlo Technologies, Inc.",Consumer Brand,,Security & Property,Security,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,SOE,AI_EMBEDDED,,1,Smart Home Camera|Cloud Video Subscription|Hardware Plus Service|DTC and Retail|AI Detection|Consumer IoT,"sells smart security cameras and related hardware, then monetizes an attached cloud video-storage and AI-alert subscription"
NYSE:FUBO,FuboTV Inc.,Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,AGGREGATOR,AI_NEUTRAL,,1,Live TV Streaming|Sports vMVPD|Channel Bundle|Ad Supported Tier|Cord Cutting|US Streaming,"streams live TV channel bundles skewed toward sports, monetized through monthly subscriptions plus advertising"
NASDAQCM:CURI,CuriosityStream Inc.,Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,Documentary Streaming|Factual Content Library|Direct and Wholesale Distribution|Educational Video|Niche SVOD|Licensing Revenue,streams documentary and factual video content directly to subscribers and through wholesale distribution deals with other platforms
NASDAQGM:WW,"WW International, Inc.",Consumer Brand,,Healthcare & Life Sciences,Customer Engagement,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,BRAND,AI_NEUTRAL,,1,Weight Loss Program|GLP-1 Telehealth Clinic|Points-Based Coaching|Digital Subscription App|Legacy Workshops|Weight Management Brand,sells a subscription weight-management program combining behavioral coaching content with a newer GLP-1 telehealth clinic that prescribes weight-loss medication
NASDAQGM:RENT,"Rent the Runway, Inc.",Owned-Inventory Retail,,Apparel & Beauty,Commerce Operations,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,AGGREGATOR,AI_NEUTRAL,,1,Clothing Rental|Owned Inventory|Designer Apparel|Subscription Rental|Reverse Logistics|US Fashion,"rents designer clothing and accessories from its own owned inventory to subscribers, handling cleaning and reverse logistics between rentals"
NASDAQGM:LFMD,"LifeMD, Inc.",Consumer Brand,,Healthcare & Life Sciences,Customer Engagement,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,SOE,AI_NEUTRAL,,1,Telehealth|GLP-1 Weight Management|DTC Subscription|Prescription Fulfillment|Direct-to-Consumer Healthcare|US Virtual Care,"operates a direct-to-consumer telehealth platform connecting patients with clinicians for weight-management (GLP-1), male health, and primary-care subscriptions, bundled with prescription fulfillment"
NYSE:ROL,"Rollins, Inc.",Consumer Brand,,Home & Field Services,Operations,CONSUMER,CHANNEL,SERVICES_LED,SOE,AI_NEUTRAL,,1,Pest Control|Recurring Route Service|Orkin Brand|Residential and Commercial|Termite Protection|Field Service,"provides recurring pest and termite control services to homes and businesses through branded technician routes, primarily under the Orkin brand"
NASDAQGS:PTON,"Peloton Interactive, Inc.",Consumer Brand,Streaming & Digital Media,Hospitality,Content & Community,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,BRAND,AI_EMBEDDED,,1,Connected Fitness Hardware|Workout Content Library|Recurring App Subscription|Peloton IQ AI Coaching|Home Fitness|Hardware Plus Content,"sells connected exercise bikes and treads paired with a recurring subscription to live and on-demand workout classes, with subscription now the larger revenue stream"
NYSE:NRDY,Nerdy Inc.,Online Learning,,Education,Content & Community,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,SOE,AI_EMBEDDED,,1,Live Online Tutoring|Learning Memberships|K-12 and College Subjects|School District Partnerships|AI-Assisted Tutoring|US EdTech,"connects students with live online tutors across school subjects and test prep through recurring Learning Membership subscriptions, plus AI-assisted instant-help tools"
ENXTAM:BFIT,Basic-Fit N.V.,Consumer Brand,,Hospitality,Operations,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,Budget Gym Chain|Continental Europe Rollout|Company-Owned Clubs|Recurring Membership|Low-Cost Fitness|Multi-Country Expansion,"operates a chain of company-owned low-cost gyms across continental Europe, billed as a recurring monthly membership"
LSE:GYM,The Gym Group plc,Consumer Brand,,Hospitality,Operations,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,UK Budget Gym|No-Contract Membership|24-Hour Access|Company-Owned Clubs|Low-Cost Fitness|Recurring Membership,"operates low-cost, no-contract gyms across the UK, billed as a recurring monthly membership"
LSE:WINE,Naked Wines plc,Owned-Inventory Retail,,Food & Grocery,Commerce Operations,CONSUMER,PAID_ACQUISITION,PRODUCT_SALES,AGGREGATOR,AI_NEUTRAL,,1,Direct-to-Consumer Wine|Winemaker Funding|Monthly Deposit Credit|Owned Inventory|Angel Membership|UK and US,"sells wine directly to consumers that it commissions from independent winemakers it pre-funds, using a monthly deposit credited toward purchases"
LSE:PETS,Pets at Home Group Plc,Owned-Inventory Retail,,Retail & E-commerce,Commerce Operations,CONSUMER,ORGANIC_BRAND,PRODUCT_SALES,DESTINATION,AI_NEUTRAL,,1,Pet Retail|Vet Practice JV|Grooming Services|Pet Insurance Referral|UK Omnichannel|Owned Inventory,"retails pet food and supplies through UK stores and online, with attached veterinary practices and grooming salons operated under a joint-venture model"
ENXTPA:DEEZR,Deezer S.A.,Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,DESTINATION,AI_EMBEDDED,,1,Music Streaming|Telecom Bundling Distribution|AI Content Detection|Personalized Recommendations|France Headquartered|Subscription and Ad-Supported,"streams music by subscription and ad-supported tiers, distributed significantly through telecom-operator bundling partnerships across markets"
OM:VPLAY B,Viaplay Group AB (publ),Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,Nordic Streaming|Sports Rights|Original Drama|Subscription VOD|Multi-Market Europe|Pay TV Alternative,streams sports and original drama content by subscription across Nordic and select European markets
OM:VSURE,Verisure plc,Consumer Brand,,Security & Property,Security,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,SOE,AI_EMBEDDED,,1,Monitored Home Security|Door-to-Door Sales|24/7 Alarm Response|Smart Security Devices|Europe and Latin America|AI Video Verification,"sells and monitors home and business security systems across Europe and Latin America via a direct door-to-door sales force, billed as a recurring monitoring fee"
TSE:9418,U-NEXT HOLDINGS,Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,Japan SVOD Streaming|Background Music for Business|Mobile MVNO|Home Broadband|Diversified Media Telecom|Content Plus Connectivity,"streams video content via its U-NEXT SVOD service in Japan while also running a background-music-for-business unit, a mobile carrier, and home broadband, formed from the USEN-NEXT merger"
TSE:2193,Cookpad Inc.,Streaming & Digital Media,,Food & Grocery,Content & Community,CONSUMER,NETWORK_EFFECT,SUBSCRIPTION_CONSUMER,AGGREGATOR,AI_NEUTRAL,,1,User-Generated Recipes|Premium Search Subscription|Advertising Revenue|Recipe Data Licensing|Japan Core Market|UGC Content Community,"lets home cooks share and search user-submitted recipes, monetized through a Japan-focused premium membership plus advertising"
TSE:7085,CURVES HOLDINGS,Consumer Brand,,Hospitality,Operations,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,Female-Focused Fitness Franchise|30-Minute Circuit Training|Japan Master Franchise|Small-Box Gym|Membership Fee|Franchise Royalty,"franchises small-format 30-minute circuit-training gyms for women across Japan and other Asian markets, earning membership and franchise royalty revenue"
TSE:4686,JustSystems Corporation,Online Learning,Business Applications,Education,Content & Community,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,SOE,AI_EMBEDDED,,1,Tablet Home Learning|K-12 EdTech Subscription|Japanese Word Processor|Japanese IME Software|Government Office Software Legacy|Consumer EdTech Pivot,"today generates most of its revenue from Smile Zemi, a subscription tablet-based home-learning service for Japanese children, alongside its legacy Ichitaro word-processor and ATOK input-method software sold mainly to Japanese government and enterprise"
ASX:VVA,Viva Leisure Limited,Consumer Brand,,Hospitality,Operations,CONSUMER,CHANNEL,SUBSCRIPTION_CONSUMER,DESTINATION,AI_NEUTRAL,,1,Australian Fitness Roll-Up|Multi-Brand Gym Portfolio|Master Franchise Rights|24-Hour Gyms|Boutique Studio Brands|Recurring Membership,"owns and operates a portfolio of Australian gym and boutique fitness studio brands, billed as recurring memberships"
ASX:ABB,Aussie Broadband Limited,Consumer Brand,,Telecom,Customer Service,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,INFRA_LAYER,AI_NEUTRAL,,1,NBN Broadband|Mobile Reseller|Business Telecom|Australia ISP|Customer Service Brand|Fixed Wireless,"sells NBN broadband, mobile, and business telecom connectivity plans in Australia on a recurring subscription basis, differentiated by locally based customer support"
NSEI:MATRIMONY,Matrimony.com Limited,Dating & Social Network,Third-Party Marketplace,Dating & Relationships,Listings & Discovery,CONSUMER,ORGANIC_BRAND,SUBSCRIPTION_CONSUMER,AGGREGATOR,AI_EMBEDDED,,1,Arranged Marriage Matchmaking|Subscription Profile Access|Regional Language Platforms|Wedding Services Marketplace Pivot|India Matrimony|AI Match Recommendations,"runs subscription-based matrimonial matchmaking platforms (BharatMatrimony and regional brands) in India, recently adding a commission-based wedding-services marketplace"
NASDAQCM:RPAY,Repay Holdings Corporation,Merchant Acquiring & PSP,Commerce & Payments Software,Financial Services,Finance & Payments,LOB,CHANNEL,TRANSACTION_FEE,INFRA_LAYER,AI_NEUTRAL,,1,Embedded Lending Payments|Auto Finance Vertical|Healthcare Patient Pay|B2B AP Payments|Loan Servicing Integration|US Vertical Payments,"embeds card and ACH payment processing into loan-servicing and practice-management software for auto finance, consumer lending, healthcare, and B2B verticals"
NASDAQCM:PRTH,Priority Technology Holdings,Merchant Acquiring & PSP,Commerce & Payments Software,Financial Services,Finance & Payments,SMB,CHANNEL,TAKE_RATE,PLATFORM_SUITE,AI_NEUTRAL,,1,SMB Merchant Acquiring|ISO Reseller Network|Commercial AP Automation|Embedded Banking|Unified Commerce|US Payments,processes card payments for small merchants through an ISO reseller network and layers on commercial AP automation and embedded banking services
NASDAQGM:USIO,"Usio, Inc.",Merchant Acquiring & PSP,Commerce & Payments Software,Financial Services,Finance & Payments,LOB,ENT_SALES,TRANSACTION_FEE,INFRA_LAYER,AI_NEUTRAL,,1,Prepaid Card Issuing|ACH and Card Processing|Bill Payment Services|Government and Education Billing|Small Cap Payments|US Niche Verticals,"provides prepaid card issuing, ACH and card processing, and bill-payment services to niche verticals such as government, education, and healthcare billers"
NASDAQGS:CASH,"Pathward Financial, Inc.",Digital Bank & Deposits,Commerce & Payments Software,Financial Services,Banking & Lending,ENT_IT,CHANNEL,NET_INTEREST,INFRA_LAYER,AI_NEUTRAL,,1,Banking-as-a-Service|Prepaid Card Issuing Bank|Tax Refund Advance Lending|Commercial Equipment Finance|Fintech Sponsor Bank|US Chartered Bank,"is a federally chartered bank that issues prepaid and debit cards for fintech partners, funds tax-refund advance and other consumer lending products, and provides commercial equipment financing"
NYSE:PAY,Paymentus Holdings,Commerce & Payments Software,,Horizontal,Finance & Payments,ENT_IT,ENT_SALES,TRANSACTION_FEE,INFRA_LAYER,AI_NEUTRAL,,1,Bill Payment SaaS|Utility and Government Billers|IVR and Digital Wallet Payments|Biller-Direct Integration|Cloud Bill Pay|US Enterprise Billers,"provides cloud software that lets utilities, governments, and insurers accept electronic bill payments across web, IVR, and digital wallets, earning a per-transaction fee"
NASDAQGS:WAY,Waystar Holding Corp.,Vertical Software,Commerce & Payments Software,Healthcare & Life Sciences,Finance & Payments,ENT_IT,ENT_SALES,TRANSACTION_FEE,SOR,AI_EMBEDDED,,1,Healthcare Revenue Cycle SaaS|Claims Clearinghouse|Denial Management AI|Patient Payments|Hospital and Provider Software|US Healthcare IT,"provides cloud software that automates claims submission, denial management, and patient payments for healthcare providers, priced on transaction volume"
NYSE:PHR,"Phreesia, Inc.",Vertical Software,Commerce & Payments Software,Healthcare & Life Sciences,Customer Engagement,ENT_IT,ENT_SALES,CONSUMPTION,SOE,AI_EMBEDDED,,1,Patient Intake Software|Digital Check-In|Payment Estimation|Patient Engagement|Healthcare Provider SaaS|Per-Visit Pricing,"provides digital patient check-in, insurance verification, and payment-estimation software to healthcare provider offices, billed on a per-patient-visit basis"
NYSE:NATL,NCR Atleos Corporation,Commerce & Payments Software,,Financial Services,Operations,ENT_IT,ENT_SALES,SERVICES_LED,INFRA_LAYER,AI_NEUTRAL,,1,ATM Hardware and Managed Services|Self-Service Banking|Cash Automation|Allpoint Surcharge-Free Network|Bank and Retail Clients|Hardware Plus Services,"manufactures ATMs and runs outsourced self-service banking and cash-management operations for banks and retailers, plus a surcharge-free ATM network"
NYSE:DBD,"Diebold Nixdorf, Incorporated",Commerce & Payments Software,,Financial Services,Operations,ENT_IT,ENT_SALES,SERVICES_LED,INFRA_LAYER,AI_NEUTRAL,,1,ATM and Self-Checkout Hardware|Bank Branch Technology|Retail POS Systems|Managed Services|Global Cash Automation|Hardware Plus Services,manufactures ATMs and retail self-checkout/POS hardware and provides maintenance and managed services to banks and retailers worldwide
NYSE:WEX,WEX Inc.,Payment Network,Commerce & Payments Software,Financial Services,Finance & Payments,LOB,CHANNEL,TRANSACTION_FEE,INFRA_LAYER,AI_NEUTRAL,,1,Fleet Card Network|Corporate Virtual Cards|Travel and B2B Payments|HSA and Benefits Administration|Closed-Loop Payments|US Multi-Vertical,"operates closed-loop fleet fuel card networks and corporate virtual-card payment rails, plus a health and employee-benefits administration business, earning transaction and program fees"
NASDAQGS:CASS,Cass Information Systems,Business Applications,Commerce & Payments Software,Financial Services,Finance & Payments,LOB,ENT_SALES,SERVICES_LED,SOR,AI_NEUTRAL,,1,Freight Bill Audit and Payment|Utility Bill Processing|Outsourced AP|Small Commercial Bank|B2B Invoice|Enterprise Services,"audits and pays freight and utility invoices on behalf of large enterprise clients, earning processing fees plus interest income through its small affiliated bank"
TASE:NYAX,Nayax Ltd.,Merchant Acquiring & PSP,Commerce & Payments Software,Retail & E-commerce,Commerce Operations,SMB,CHANNEL,TRANSACTION_FEE,PLATFORM_SUITE,AI_NEUTRAL,,1,Unattended Retail Payments|Vending Machine Terminals|Cashless Payment Hardware|Vending Management SaaS|Global Distributor Network|Self-Service Commerce,"sells cashless payment terminals and management software to vending, laundry, and other unattended-retail operators worldwide, earning both hardware and transaction-fee revenue"
ENXTPA:WLN,Worldline SA,Merchant Acquiring & PSP,Commerce & Payments Software,Financial Services,Finance & Payments,SMB,CHANNEL,TAKE_RATE,INFRA_LAYER,AI_NEUTRAL,,1,European Payment Processing|Merchant Acquiring|Bank Card Issuing Processing|Mobility Ticketing|Cross-Border Payments|Enterprise Payments,"processes card payments for merchants and banks across Europe and provides transit and government e-ticketing systems, earning per-transaction fees"
LSE:PAY,PayPoint plc,Merchant Acquiring & PSP,Commerce & Payments Software,Financial Services,Finance & Payments,SMB,CHANNEL,TRANSACTION_FEE,INFRA_LAYER,AI_NEUTRAL,,1,UK Bill Payment Network|Convenience Store Terminals|Card Machine Leasing|Parcel Collection|SME Merchant Services|Cash Payment Network,"operates a network of bill-payment and card terminals in UK convenience stores and leases card machines to small merchants, earning transaction and rental fees"
SEHK:0327,PAX Global Technology,Commerce & Payments Software,,Financial Services,Operations,ENT_IT,CHANNEL,PRODUCT_SALES,INFRA_LAYER,AI_NEUTRAL,,1,POS Terminal Hardware|Global Distributor Network|Android Payment Devices|Hong Kong Listed|Hardware Manufacturer|Sold to Acquirers and PSPs,"manufactures point-of-sale payment terminals sold to acquirers, PSPs, and banks worldwide through a global distributor network"
TSE:4819,"Digital Garage, Inc.",Merchant Acquiring & PSP,Crypto & Digital Assets,Financial Services,Finance & Payments,SMB,CHANNEL,TAKE_RATE,INFRA_LAYER,AI_NEUTRAL,,1,Japan Fintech|Payment Gateway|Crypto Holdings|Conglomerate|Marketing Tech|Venture Incubation,"operates a Japanese payment-gateway and fintech business alongside marketing-technology and venture-investment units, increasingly positioning around bitcoin and blockchain"
TSE:4477,"BASE, Inc.",Commerce Enablement & Fulfilment,Merchant Acquiring & PSP,Retail & E-commerce,Commerce Operations,SMB,PLG,TAKE_RATE,PLATFORM_SUITE,AI_NEUTRAL,,1,Japan Ecommerce SaaS|Storefront Builder|Embedded Payments|SMB Merchants|Shopify Competitor|BNPL Wallet,"lets small Japanese merchants spin up online stores for free and monetizes through transaction and payment-processing fees, alongside a consumer payments wallet"
NSEI:CCAVENUE,AvenuesAI Limited,Merchant Acquiring & PSP,Commerce & Payments Software,Financial Services,Finance & Payments,SMB,CHANNEL,TAKE_RATE,INFRA_LAYER,AI_EMBEDDED,,1,India Payment Gateway|CCAvenue Brand|Cross-Border Ecommerce Payments|AI Agentic Commerce Rebrand|SMB and Enterprise Merchants|Take-Rate Payments,"operates the CCAvenue online payment gateway for Indian and international e-commerce merchants, recently rebranded to lean into an AI-agentic-commerce strategy while the core payment-processing business is unchanged"
NSEI:ZAGGLE,Zaggle Prepaid Ocean Services,Business Applications,Commerce & Payments Software,Financial Services,Finance & Payments,LOB,ENT_SALES,TAKE_RATE,PLATFORM_SUITE,AI_NEUTRAL,,1,Corporate Prepaid Cards|Expense Management SaaS|Employee Rewards|Interchange Revenue|India Fintech|B2B2C Cards,"provides Indian businesses with expense-management software bundled with co-branded prepaid corporate cards, monetizing through card interchange and SaaS fees"
CASE:FWRY,Fawry for Banking Technology,Merchant Acquiring & PSP,Lending & Credit,Financial Services,Finance & Payments,CONSUMER,CHANNEL,TRANSACTION_FEE,INFRA_LAYER,AI_NEUTRAL,,1,Egypt Bill Payment Network|Agent Kiosk Distribution|E-Wallet|Microfinance Expansion|Merchant Payment Gateway|Emerging Markets Fintech,"runs the largest bill-payment and e-payment network in Egypt through agent kiosks, an e-wallet, and a merchant payment gateway, increasingly layering on microfinance lending"
