# Fairway private consumer, commerce and commerce-software transactions.
# 50 verified transaction records across 34 companies. ONLY 16 ROWS ACROSS 13 COMPANIES CARRY A
# DEFENSIBLE REVENUE MULTIPLE (in_medians=1). A separate GMV lane carries 4 rows (in_gmv_medians=1);
# GMV multiples must NEVER be pooled with revenue multiples. Every other row is a real, verified
# transaction kept for its date, structure and investor record, with no denominator that survives
# the at-pricing rule.
#
# Second verification pass 24-Aug-2026 against a revised sheet. Rows marked CORRECTED-AGAIN had a
# defect in Fairway's OWN previous entry, not in the supplied sheet: vinted-2021-05, ag1-2022-01,
# shein-2023-05, liquid-death-2024-03, rokt-2025-01, trendyol-2021-08.
transaction_id,company_key,company_name,date,date_iso,round_type,transaction_type,capital_raised_musd,post_money_musd,currency,revenue_metric,revenue_musd,bound,ev_revenue_x,denominator_basis,verification,in_medians,lead_investor,lead_confidence,other_named_investors,round_source_url,category_as_supplied,subsector_as_supplied,notes,gmv_metric,gmv_period,gmv_musd,gmv_basis,gmv_bound,ev_gmv_x,in_gmv_medians,growth_band,growth_pct_at_round,growth_band_basis,target_was_listed,revenue_basis,funding_model,paying_users_k,revenue_period,ev_revenue_low_x,ev_revenue_high_x,display_gate,fx_ccy,fx_rate,fx_date,valuation_basis,book_value_musd,book_value_date,ev_book_x,tangible_book_musd,ev_tangible_book_x,originations_musd,originations_period
trendyol-2021-08,trendyol,Trendyol,Aug-21,2021-08,Growth financing,PRIMARY,1500.0,16500.0,USD,never published,,,,GMV_ONLY,CORRECTED-AGAIN,0,General Atlantic,named in source,SoftBank Vision Fund 2; ADQ; Princeville,techcrunch.com/2021/08/09/turkeys-first-decacorn-trendyol-raises-1-5b-at-a-16-5b-valuation,Consumer Marketplace,General e-commerce marketplace,"Recorded, no multiple printed. Three defects. The 10bn is a USD-quoted projection of a lira business with no disclosed conversion rate, made when USD/TRY ran from about 7.4 to 13.5 across the forecast year, so numerator and denominator are converted at different and undisclosed rates. The 16.5bn is a post-money EQUITY value, not an enterprise value, so 'EV/GMV' is a misnomer. And Reuters reported the company had 'entered into agreements to raise' the money, which is signed rather than confirmed closed. Sources also disagree on whether the 10bn was a full-year projection or an annualised run-rate.",projected FY2021 GMV,FY2021E,10000.0,DISCLOSED_FORECAST,,,0,,,,,NONE,,,,,,,,,,NONE,,,,,,,
flipkart-2021-07,flipkart,Flipkart,Jul-21,2021-07,Growth financing,PRIMARY,3600.0,37600.0,USD,"FY2021 revenue, Flipkart India Pvt Ltd",5860.0,,6.4,FILED_ACCOUNTS,CORRECTED,0,Walmart,named in source,SoftBank Vision Fund 2; GIC; CPP Investments,corporate.walmart.com/news/2021/07/12/flipkart-raises-us-3-6-billion-in-funding-to-accelerate-the-growth-of-the-consumer-internet-ecosystem-in-india,Consumer Marketplace,General e-commerce marketplace,"Same entity problem as the 2023 row. The denominator is the B2B wholesale entity at INR 43,357 crore. The marketplace entity was INR 8,115 crore, which would give 34.2x.",,,,,,,,,,,,NET_REVENUE,,,LTM,,,,,,,REVENUE,,,,,,,
glossier-2021-07,glossier,Glossier,Jul-21,2021-07,Series E,PRIMARY,80.0,1800.0,USD,not disclosed,,,,NONE,CORRECTED,0,Lone Pine,named in source,Forerunner; Index; IVP; Sequoia; Thrive,beautymatter.com/articles/glossier-raises-80-million-series-e,D2C / Consumer Brand,Beauty,No revenue at pricing. The sheet's $100m traces to a DECEMBER 2018 expectation that Glossier would 'top the $100 million revenue mark in 2018'. An 18.0x built on a three-year-stale denominator is the most misleading multiple in the batch. Tiger Global was not in this round.,,,,,,,,,,,,NONE,,,,,,,,,,NONE,,,,,,,
loop-returns-2021-07,loop-returns,Loop Returns,Jul-21,2021-07,Series B,PRIMARY,65.0,340.0,USD,never published,,,,NONE,CORRECTED,0,CRV,named in source,Shopify; Renegade; FirstMark; Ridge Ventures,techcrunch.com/2021/07/21/loop-returns-locks-in-65-million-series-b-led-by-crv/,E-commerce Enablement,Returns management software,"No revenue or ARR figure for Loop Returns exists in any public source, in any period. The $4.7m in the sheet has no traceable origin, so the 72.3x, the highest multiple in the batch, has no denominator at all. What does exist is merchant returns VOLUME processed, which is not Loop's revenue.",,,,,,,,,,,,NONE,,,,,,,,,,NONE,,,,,,,
goat-group-2021-06,goat-group,GOAT Group,Jun-21,2021-06,Series F,PRIMARY,195.0,3700.0,USD,GMV only,,,,GMV_ONLY,CORRECTED,0,Park West,named in source,T. Rowe Price Associates; Franklin Templeton; Adage Capital Management; Ulysses Management,prnewswire.com/news-releases/goat-group-valuation-more-than-doubles-to-3-7-billion-after-closing-series-f-funding-round-of-195-million-301319298.html,Consumer Marketplace,Sneaker and apparel resale,"Company's words: 'achieving Gross Merchandise Value of $2 billion in the last 12 months'. LTM, not annualised and not forward, so 1.9x is a point rather than a ceiling, though 2,000 is plainly rounded. Adage Capital Management added, it was in the release and had been omitted. GOAT has never disclosed net revenue or a take rate, at this round or since, so this must never be pooled with StockX on a revenue basis: the circulating ~396m 'revenue' for GOAT is Contrary Research applying StockX's disclosed 22% take rate as an assumption. The goatgroup.com page is client-side rendered and unreadable to a fetcher; the PR Newswire mirror is 301319298.",LTM GMV to announcement,LTM to Jun-2021,2000.0,GMV_ONLY,,1.9,1,,,,,NONE,,,,,,,,,,NONE,,,,,,,
klaviyo-2021-05,klaviyo,Klaviyo,May-21,2021-05,Series D,PRIMARY,320.0,9470.0,USD,FY2021 revenue (forward),290.6,,32.6,DISCLOSED_ACTUAL,CORRECTED,1,Sands Capital,named in source,Counterpoint Global; Owl Rock; Accel; Summit,sec.gov/Archives/edgar/data/1835830/000162828023030618/klaviyoincs-1.htm,E-commerce Enablement,Marketing automation for commerce,"CORRECTED label. The $291m is FY2021 GAAP REVENUE from the S-1, not ARR, and the year did not complete until seven and a half months after pricing, so this is a FORWARD multiple. Post-money is 9,150 pre plus 320. Trailing at pricing was materially lower, so the true trailing multiple was higher. This is the only row in the batch with an audited denominator.",,,,,,,,,,,,NET_REVENUE,,,LTM,,,,,,,REVENUE,,,,,,,
recharge-2021-05,recharge,Recharge,May-21,2021-05,Growth financing,PRIMARY,277.0,2100.0,USD,not disclosed,,,,NONE,CORRECTED,0,,not identified,Summit Partners; ICONIQ; Bain Capital Ventures,businesswire.com/news/home/20210506005257/en/ReCharge-Announces-277-Million-in-Growth-Capital-from-Summit-Partners-ICONIQ-Growth-and-Bain-Capital-Ventures-to-Power-E-Commerce-Subscriptions,E-commerce Enablement,Subscription-commerce software,"The release gives a growth rate with no base. The sheet's $100m ARR is a milestone ReCharge announced in MARCH 2024, nearly three years after this round, so the true at-pricing multiple was materially higher than 21x.",,,,,,,,,,,,NONE,,,,,,,,,,NONE,,,,,,,
vinted-2021-05,vinted,Vinted,May-21,2021-05,Series F,PRIMARY,250.0,3750.0,EUR,none public at pricing,,,,NONE,CORRECTED-AGAIN,0,EQT,named in source,Accel; Burda; Insight,techcrunch.com/2021/05/11/vinted-raises-303m-for-its-2nd-hand-clothes-marketplace-used-by-45m-and-now-valued-at-4-5b/,Consumer Marketplace,Fashion resale marketplace,"CORRECTED AGAIN, 24-Aug-2026. My own previous entry was wrong twice. (1) EUR 184m is not Vinted's FY2020 revenue and appears in no source; the filed UAB Vinted figure is EUR 149.89m. (2) FY2020 first entered the public domain on 30-Aug-2021, 111 days AFTER the 11-May-2021 pricing, and the Lithuanian statutory filing window closes no earlier than 30-May-2021. On 12-May-2021 Vinted's Mantas Mikuckas said the company did not disclose its financials in detail. The only at-pricing figure is FY2019 revenue of EUR 83.92m, public 10-Aug-2020, which gives about 44.7x on a denominator 17 months stale. Round was EUR 250m (USD 303m) at EUR 3.5bn pre / EUR 3.75bn post, so the previous USD 303m capital figure double-counted the FX.",,,,,,,,,,,,NONE,,,,,,,,,,NONE,,,,,,,
stockx-2021-04,stockx,StockX,Apr-21,2021-04,Series E-1 plus tender,MIXED,255.0,3800.0,USD,FY2020 GAAP revenue,400.0,<=,9.5,DISCLOSED_ACTUAL,CORRECTED,1,Altimeter Capital,led,Dragoneer Investment Group; existing investors,stockx.com/about/press-release-stockx-valuation-surges-to-3-8-billion-with-255-million-financing,Consumer Marketplace,Sneaker and collectibles resale,"Structure confirmed verbatim: 'a $195 million secondary tender offering as well as an additional $60 million in Series E-1 primary shares at a $3.8 billion valuation'. Only 60 of the 255 is primary, so the headline overstates capital into the company by more than four times, but the E-1 issuance does price the round. Tiger Global and Whale Rock have been removed: they belong to the December 2020 Series E at USD 2.8bn, not to this April 2021 transaction. StockX is the one name here that disclosed BOTH sides: 'GAAP revenue of over $400 million' on '$1.8 billion in gross merchandise value', an implied take rate of about 22%.",FY2020 GMV,FY2020,1800.0,DISCLOSED_ACTUAL,,2.1,1,,,,,NET_REVENUE,,,LTM,,,,,,,REVENUE,,,,,,,
harrys-2021-03,harrys,Harry's,Mar-21,2021-03,Series E,PRIMARY,155.0,1700.0,USD,FY2020 revenue,370.0,,4.6,DISCLOSED_ACTUAL,CORRECTED,1,Bain Capital; Macquarie Capital,co-led,,forbes.com/sites/stevenbertoni/2021/03/31/exclusive-harrys-raises-a-155-million-series-e--at-17-billion-a-year-after-the-ftc-blocked-its-billion-dollar-sale-to-edgewell/,D2C / Consumer Brand,Personal care and grooming,"CORRECTED. Actual FY2020 sales were $370m, not $400m: 'product diversification drove up 2020 sales by 25% to $370 million for the year'. Best-documented at-pricing denominator in the batch.",,,,,,,,,,,,NET_REVENUE,,,LTM,,,,,,,REVENUE,,,,,,,
yotpo-2021-03,yotpo,Yotpo,Mar-21,2021-03,Series F,PRIMARY,230.0,1400.0,USD,ARR,100.0,<=,14.0,DISCLOSED_THRESHOLD,VERIFIED,1,Bessemer; Tiger Global,co-led,Claltech; Hanaco,prnewswire.com/news-releases/yotpo-raises-230-million-to-deliver-its-ecommerce-marketing-platform-giving-brands-maximum-marketing-firepower-in-an-ecommerce-first-world-301250042.html,E-commerce Enablement,"Reviews, loyalty and commerce marketing","Company disclosed at pricing: 'Yotpo has crossed the $100 million annual recurring revenue (ARR) threshold'. A floor, so 14.0x is a ceiling.",,,,,,,,,,,,ARR,,,RUNRATE,,,,,,,REVENUE,,,,,,,
savage-x-fenty-2021-02,savage-x-fenty,Savage X Fenty,Feb-21,2021-02,Series B,PRIMARY,115.0,1000.0,USD,year contested,150.0,,6.7,THIRD_PARTY_ESTIMATE,CORRECTED,0,L Catterton,named in source,Marcy Venture Partners; Avenir; Sunley House,forbes.com/sites/maddieberg/2021/02/10/rihannas-lingerie-line-savage-x-fenty-raises-115-million-on-same-day-lvmh-announces-its-closing-her-fashion-house/,D2C / Consumer Brand,Lingerie and apparel,"The $150m is attributed to 2020 by one outlet and to 2019 by another, and revenue reportedly rose 200% in 2020. The two readings differ by a factor of three, so the row cannot be priced until the year is settled.",,,,,,,,,,,,NET_REVENUE,,,LTM,,,,,,,REVENUE,,,,,,,
away-2019-05,away,Away,May-19,2019-05,Series D,PRIMARY,100.0,1400.0,USD,FY2018 revenue,150.0,,9.3,DISCLOSED_ACTUAL,VERIFIED,1,Wellington Management,led,Baillie Gifford; Lone Pine Capital; Global Founders Capital,prnewswire.com/news-releases/away-is-valued-at-1-4-billion-after-a-series-d-investment-of-100-million-300850285.html,D2C,Travel & luggage,"Company release, 14-May-2019: 'Away is Valued at $1.4 Billion After a Series D Investment of $100 Million', with 'grew to $150 million in sales in 2018' in the same document, so numerator and denominator come from one primary source on the pricing date. The USD 1.45bn that appears in some coverage was never the price: it was the top of a range in PitchBook's PRE-announcement scoop about a round still in progress, and both PitchBook and Forbes updated to 1.4bn flat once the deal was confirmed. The odd Forbes slug is a fossil of that earlier headline.",,,,,,,,,,,,NET_REVENUE,,,LTM,,,,,,,REVENUE,,,,,,,
rent-the-runway-2019-03,rent-the-runway,Rent the Runway,Mar-19,2019-03,Growth round (Series F per third parties),PRIMARY,125.0,1000.0,USD,none credible at pricing,,,,NONE,VERIFIED,0,Franklin Templeton; Bain Capital Ventures,co-led,T. Rowe Price Associates; Hamilton Lane Advisors,techcrunch.com/2019/03/21/rent-the-runway-hits-a-1-billion-valuation/,Consumer subscription,Fashion rental,"Record only. The '> USD 100m revenue' that produces a 10.0x has no 2019 provenance at all: it traces to Forbes, 15-Jun-2016, written by the reporter rather than the company, 'revenues are expected to surpass $100 million for the first time', a forecast for calendar 2016. Inc. recycled it in July 2017 as 'a reported $100 million'. The company never confirmed it and gave no revenue figure at the round; Fast Company noted it declined even to share customer numbers. Hindsight from the 2021 S-1, which cannot be the denominator, shows total revenue net of USD 256.9m for the year to 31-Jan-2020, so the 2016 estimate was almost certainly a material understatement and 10.0x too high. The company's own release carries no series letter.",,,,,,,,,,,,NONE,,,,,,,,,,NONE,,,,,,,
thrasio-2021-10,thrasio,Thrasio,Oct-21,2021-10,Series D,PRIMARY,1000.0,,USD,founder forecast of full-year revenue,1000.0,,,DISCLOSED_FORECAST,VERIFIED,0,Silver Lake,led,Advent International; Upper90; PEAK6 Investments; Oaktree; Corner Capital,prnewswire.com/news-releases/silver-lake-leads-thrasios-1-billion-series-d-financing-alongside-advent-international-upper90-and-peak6-301407213.html,Marketplace aggregator,Amazon brands,"No price exists, so no multiple can. TechCrunch: 'Thrasio has confirmed to me that the valuation is between $5 billion and $10 billion but declined to get more specific.' A range spanning two times is the company refusing to give a number, and 5.0x to 10.0x is that refusal restated. The denominator compounds it: co-founder Carlos Cashman 'expects the company to reach $1 billion in revenue', a forecast for a year not yet finished, and no actual revenue figure was given. The raise itself was all equity and is separate from a previously announced USD 650m debt facility, which must not be fused in. Thrasio filed Chapter 11 in February 2024.",,,,,,,,,,,,NET_REVENUE,,,LTM,,,,,,,NONE,,,,,,,
thrasio-2020-07,thrasio,Thrasio,Jul-20,2020-07,Series C,PRIMARY,260.0,1260.0,USD,pro forma revenue of undisclosed composition (> threshold),300.0,<=,,DISCLOSED_THRESHOLD,VERIFIED,0,Advent International,led,existing investors,prnewswire.com/news-releases/thrasio-reaches-1b-valuation-sets-new-us-speed-record-for-unicorns-301093829.html,Marketplace aggregator,Amazon brands,"Valuation side is unusually sound: the company release states 'The latest round was raised at a $1 billion pre-money valuation', so 1,000 pre plus 260 gives 1,260 post as a legitimate construction rather than the usual pre/post conflation. The denominator is what fails. The release says only 'over $300 million in pro forma revenue', no source defines what the pro forma covers, and with roughly 60 acquisitions completed by then it almost certainly annualises brands owned for part of the year and may include businesses not yet closed. The 'LTM' label carried in the revised sheet appears in no source and was invented.",,,,,,,,,,,,NET_REVENUE,,,LTM,,,,,,,NONE,,,,,,,
faire-2025-11,faire,Faire,Nov-25,2025-11,Tender offer,SECONDARY,,5200.0,USD,annualised run-rate revenue (> threshold),500.0,<=,,DISCLOSED_RUNRATE,VERIFIED,0,WCM Investment Management,led,Baillie Gifford; True North Fund,faire.com/news/2025-11-17-faire-announces-tender-offer,B2B marketplace,Wholesale,"Recorded, no multiple printed. This is a roughly 58% DOWN mark from USD 12.4bn set almost exactly four years earlier, which is itself the most useful fact in the row. The denominator is Faire's first ever published revenue figure and it is a run-rate, not a trailing one: 'we are now annualizing at more than $500M in revenue, with over 40% YoY growth in Q3'. Annualising a growing quarter overstates the trailing year, so a run-rate ceiling of 10.4x would sit in a TTM comp set looking cheaper than the business actually is. GMV of 'nearly $3B' is a forecast cap, which makes any GMV multiple a floor rather than a ceiling, the opposite direction. Tender for employees and early shareholders; no primary component is stated, though the company never explicitly denies one.",FY2025 GMV forecast,FY2025E,3000.0,DISCLOSED_FORECAST,>=,,0,,,,,ARR_RUNRATE,,,RUNRATE,,,,,,,NONE,,,,,,,
glossier-2019-03,glossier,Glossier,Mar-19,2019-03,Series D,PRIMARY,100.0,1200.0,USD,FY2018 revenue (> threshold),100.0,<=,12.0,DISCLOSED_THRESHOLD,VERIFIED,1,Sequoia Capital,led,,prnewswire.com/news-releases/glossier-inc-raises-100-million-to-build-the-future-beauty-company-300814345.html,D2C,Beauty,"Upgraded from estimate to company disclosure. Glossier's own release of 19-Mar-2019 says 'The company's annual revenue more than doubled in 2018 and surpassed $100 million as a fully direct-to-consumer business', which is company-stated, full-year, at-pricing and unambiguously first-party revenue. A December 2018 antecedent also exists, Emily Weiss on Bloomberg TV saying the brand was expected to top USD 100m for 2018, forward-looking and superseded by the March actual. Cite the company release and not TechCrunch: TechCrunch renders it as a flat '$100 million in annual revenue', which silently converts a ceiling into a point. Valuation is press-sourced, the company release states none. GROWTH AT ROUND: 'The company's annual revenue more than doubled in 2018', Glossier's own release on the pricing date.",,,,,,,,GROWING,100,DISCLOSED,,NET_REVENUE,,,LTM,,,,,,,REVENUE,,,,,,,
gorillas-2021-10,gorillas,Gorillas,Oct-21,2021-10,Series C,PRIMARY,1000.0,3100.0,USD,>$300M revenue run-rate / more than $300m annualized revenue run-rate,300.000,<=,10.3,Disclosed at pricing,SOURCED_31AUG,1,Delivery Hero (lead),named in source, Coatue; DST Global; Tencent; Atlantic Food Labs; Fifth Wall; Greenoaks; A*; G Squared; Alanda Capital; Macquarie Capital; MSA,https://www.deliveryhero.com/newsroom/delivery-hero-invests-in-gorillas/,,,"CORE, and the workbook calls it the strongest logistics pricing comparable in the set. WE PRICE ON POST-MONEY, SO 10.3x IS THE ROW AND 7.0x IS NOT. The $2.1bn the press reported is PRE money; the $3.1bn post is DERIVED and approximate because the round was only ""nearly"" $1bn, about $860m. Threshold denominator makes it a CEILING. First-party merchant sales revenue, NOT GMV.",,,,,,,,,,,,ARR_RUNRATE,,,RUN_RATE,,,,,,,REVENUE,,,,,,,
